"","X.strike.","X.strikedate.","X.nummentions."
"1","strike","strikedate","nummentions"
"1184","161","19004","0"
"1185","161","19005","0"
"1186","161","19006","7"
"1187","161","19007","5"
"1188","161","19008","0"
"1189","161","19009","0"
"1190","161","19010","0"
"1191","161","19011","0"
"1192","161","19012","0"
"1193","161","19013","0"
"1194","161","19014","0"
"1195","161","19015","0"
"1196","161","19016","0"
"1197","161","19017","1"
"1198","162","18936","214"
"1199","163","18935","355"
"1200","164","18934","2036"
"1201","164","18935","1738"
"1202","164","18936","1543"
"1203","164","18937","1614"
"1204","164","18938","1880"
"1205","164","18939","1885"
"1206","164","18940","1895"
"1207","164","18941","2025"
"1208","164","18942","2099"
"1209","164","18943","2000"
"1210","164","18944","1804"
"1211","164","18945","1929"
"1212","164","18946","2174"
"1213","164","18947","2595"
"1214","164","18948","2253"
"1215","164","18949","2002"
"1216","164","18950","2365"
"1217","164","18951","1852"
"1218","164","18952","1920"
"1219","164","18953","2272"
"1220","164","18954","2194"
"1221","164","18955","2198"
"1222","164","18956","1729"
