"","X.strike.","X.strikedate.","X.nummentions."
"1","strike","strikedate","nummentions"
"3934","341","18920","1542"
"3935","341","18921","1616"
"3936","341","18922","2275"
"3937","341","18923","1507"
"3938","341","18924","2180"
"3939","341","18925","2149"
"3940","341","18926","2200"
"3941","341","18927","1996"
"3942","341","18928","1901"
"3943","341","18929","1966"
"3944","341","18930","1468"
"3945","341","18931","1524"
"3946","341","18932","2080"
"3947","341","18933","1983"
"3948","341","18934","2007"
"3949","341","18935","1720"
"3950","341","18936","1525"
"3951","341","18937","1571"
"3952","341","18938","1868"
"3953","341","18939","1877"
"3954","341","18940","1880"
"3955","341","18941","2014"
"3956","341","18942","2049"
"3957","341","18943","1972"
"3958","341","18944","1787"
"3959","341","18945","1933"
"3960","341","18946","2146"
"3961","341","18947","2577"
"3962","341","18948","2223"
"3963","341","18949","1984"
"3964","341","18950","2350"
"3965","341","18951","1836"
"3966","341","18952","1875"
"3967","341","18953","2252"
"3968","341","18954","2180"
"3969","341","18955","2156"
"3970","341","18956","1713"
"3971","341","18957","1826"
"3972","341","18958","2251"
"3973","341","18959","1938"
"3974","341","18960","2292"
"3975","341","18961","2031"
"3976","341","18962","2628"
"3977","341","18963","2127"
"3978","341","18964","2310"
"3979","341","18965","1983"
"3980","341","18966","2205"
"3981","341","18967","2073"
"3982","341","18968","1699"
"3983","341","18969","2084"
"3984","341","18970","2024"
"3985","341","18971","2"
"3986","341","18972","0"
"3987","341","18973","0"
"3988","341","18974","0"
"3989","341","18975","0"
"3990","341","18976","0"
"3991","341","18977","0"
"3992","341","18978","0"
"3993","341","18979","0"
"3994","342","18888","404"
"3995","342","18889","539"
"3996","342","18890","488"
"3997","342","18891","668"
"3998","342","18892","451"
"3999","342","18893","423"
"4000","342","18894","501"
"4001","342","18895","366"
"4002","342","18896","496"
"4003","342","18897","412"
"4004","342","18898","507"
"4005","342","18899","584"
"4006","342","18900","714"
"4007","342","18901","547"
"4008","342","18902","583"
"4009","342","18903","584"
"4010","342","18904","610"
"4011","342","18905","554"
"4012","342","18906","661"
"4013","342","18907","757"
"4014","342","18908","749"
"4015","342","18909","650"
"4016","342","18910","649"
"4017","342","18911","727"
"4018","342","18912","871"
"4019","342","18913","901"
"4020","342","18914","1039"
"4021","342","18915","874"
"4022","342","18916","1412"
"4023","342","18917","1098"
"4024","342","18918","1334"
"4025","342","18919","1608"
"4026","342","18920","1542"
"4027","342","18921","1616"
"4028","342","18922","2275"
"4029","342","18923","1507"
"4030","342","18924","2180"
"4031","342","18925","2149"
"4032","342","18926","2200"
"4033","342","18927","1996"
"4034","342","18928","1901"
"4035","342","18929","1966"
"4036","342","18930","1468"
"4037","342","18931","1524"
"4038","342","18932","2080"
"4039","342","18933","1983"
"4040","342","18934","2007"
"4041","342","18935","1720"
"4042","342","18936","1525"
"4043","342","18937","1571"
"4044","342","18938","1868"
"4045","342","18939","1877"
"4046","342","18940","1880"
"4047","342","18941","2014"
"4048","342","18942","2049"
"4049","342","18943","1972"
"4050","342","18944","1787"
"4051","342","18945","1933"
"4052","342","18946","2146"
"4053","342","18947","2577"
"4054","342","18948","2223"
"4055","342","18949","1984"
"4056","342","18950","2350"
"4057","342","18951","1836"
"4058","342","18952","1875"
"4059","342","18953","2252"
"4060","342","18954","2180"
"4061","342","18955","2156"
"4062","342","18956","1713"
"4063","342","18957","1826"
"4064","342","18958","2251"
"4065","342","18959","1938"
"4066","342","18960","2292"
"4067","342","18961","2031"
"4068","342","18962","2628"
"4069","342","18963","2127"
"4070","342","18964","2310"
"4071","342","18965","1983"
"4072","342","18966","2205"
"4073","342","18967","2073"
"4074","342","18968","1699"
"4075","342","18969","2084"
"4076","342","18970","2024"
"4077","342","18971","2"
"4078","342","18972","0"
"4079","342","18973","0"
"4080","342","18974","0"
"4081","342","18975","0"
"4082","342","18976","0"
"4083","342","18977","0"
"4084","342","18978","0"
"4085","342","18979","0"
"4086","343","18888","404"
"4087","343","18889","539"
"4088","343","18890","488"
"4089","343","18891","668"
"4090","343","18892","451"
"4091","343","18893","423"
"4092","343","18894","501"
"4093","343","18895","366"
"4094","343","18896","496"
"4095","343","18897","412"
"4096","343","18898","507"
"4097","343","18899","584"
"4098","343","18900","714"
"4099","343","18901","547"
"4100","343","18902","583"
"4101","343","18903","584"
"4102","343","18904","610"
"4103","343","18905","554"
"4104","343","18906","661"
"4105","343","18907","757"
"4106","343","18908","749"
"4107","343","18909","650"
"4108","343","18910","649"
"4109","343","18911","727"
"4110","343","18912","871"
"4111","343","18913","901"
"4112","343","18914","1039"
"4113","343","18915","874"
"4114","343","18916","1412"
"4115","343","18917","1098"
"4116","343","18918","1334"
"4117","343","18919","1608"
"4118","343","18920","1542"
"4119","343","18921","1616"
"4120","343","18922","2275"
"4121","343","18923","1507"
"4122","343","18924","2180"
"4123","343","18925","2149"
"4124","343","18926","2200"
"4125","343","18927","1996"
"4126","343","18928","1901"
"4127","343","18929","1966"
"4128","343","18930","1468"
"4129","343","18931","1524"
"4130","343","18932","2080"
"4131","343","18933","1983"
"4132","343","18934","2007"
"4133","343","18935","1720"
"4134","343","18936","1525"
"4135","343","18937","1571"
"4136","343","18938","1868"
"4137","343","18939","1877"
"4138","343","18940","1880"
"4139","343","18941","2014"
"4140","343","18942","2049"
"4141","343","18943","1972"
"4142","343","18944","1787"
"4143","343","18945","1933"
"4144","343","18946","2146"
"4145","343","18947","2577"
"4146","343","18948","2223"
"4147","343","18949","1984"
"4148","343","18950","2350"
"4149","343","18951","1836"
"4150","343","18952","1875"
"4151","343","18953","2252"
"4152","343","18954","2180"
"4153","343","18955","2156"
"4154","343","18956","1713"
"4155","343","18957","1826"
"4156","343","18958","2251"
"4157","343","18959","1938"
"4158","343","18960","2292"
"4159","343","18961","2031"
"4160","343","18962","2628"
"4161","343","18963","2127"
"4162","343","18964","2310"
"4163","343","18965","1983"
"4164","343","18966","2205"
"4165","343","18967","2073"
"4166","343","18968","1699"
"4167","343","18969","2084"
"4168","343","18970","2024"
"4169","343","18971","2"
"4170","343","18972","0"
"4171","343","18973","0"
"4172","343","18974","0"
"4173","343","18975","0"
"4174","343","18976","0"
"4175","343","18977","0"
"4176","343","18978","0"
"4177","343","18979","0"
"4178","344","18888","404"
"4179","344","18889","539"
"4180","344","18890","488"
"4181","344","18891","668"
"4182","344","18892","451"
"4183","344","18893","423"
"4184","344","18894","501"
"4185","344","18895","366"
"4186","344","18896","496"
"4187","344","18897","412"
"4188","344","18898","507"
"4189","344","18899","584"
"4190","344","18900","714"
"4191","344","18901","547"
"4192","344","18902","583"
"4193","344","18903","584"
"4194","344","18904","610"
"4195","344","18905","554"
"4196","344","18906","661"
"4197","344","18907","757"
"4198","344","18908","749"
"4199","344","18909","650"
"4200","344","18910","649"
"4201","344","18911","727"
"4202","344","18912","871"
"4203","344","18913","901"
"4204","344","18914","1039"
"4205","344","18915","874"
"4206","344","18916","1412"
"4207","344","18917","1098"
"4208","344","18918","1334"
"4209","344","18919","1608"
"4210","344","18920","1542"
"4211","344","18921","1616"
"4212","344","18922","2275"
"4213","344","18923","1507"
"4214","344","18924","2180"
"4215","344","18925","2149"
"4216","344","18926","2200"
"4217","344","18927","1996"
"4218","344","18928","1901"
"4219","344","18929","1966"
"4220","344","18930","1468"
"4221","344","18931","1524"
"4222","344","18932","2080"
"4223","344","18933","1983"
"4224","344","18934","2007"
"4225","344","18935","1720"
"4226","344","18936","1525"
"4227","344","18937","1571"
"4228","344","18938","1868"
"4229","344","18939","1877"
"4230","344","18940","1880"
"4231","344","18941","2014"
"4232","344","18942","2049"
"4233","344","18943","1972"
"4234","344","18944","1787"
"4235","344","18945","1933"
"4236","344","18946","2146"
"4237","344","18947","2577"
"4238","344","18948","2223"
"4239","344","18949","1984"
"4240","344","18950","2350"
"4241","344","18951","1836"
"4242","344","18952","1875"
"4243","344","18953","2252"
"4244","344","18954","2180"
"4245","344","18955","2156"
"4246","344","18956","1713"
"4247","344","18957","1826"
"4248","344","18958","2251"
"4249","344","18959","1938"
"4250","344","18960","2292"
"4251","344","18961","2031"
"4252","344","18962","2628"
"4253","344","18963","2127"
"4254","344","18964","2310"
"4255","344","18965","1983"
"4256","344","18966","2205"
"4257","344","18967","2073"
"4258","344","18968","1699"
"4259","344","18969","2084"
"4260","344","18970","2024"
"4261","344","18971","2"
"4262","344","18972","0"
"4263","344","18973","0"
"4264","344","18974","0"
"4265","344","18975","0"
"4266","344","18976","0"
"4267","344","18977","0"
"4268","344","18978","0"
"4269","344","18979","0"
"4270","345","18888","404"
"4271","345","18889","539"
"4272","345","18890","488"
"4273","345","18891","668"
"4274","345","18892","451"
"4275","345","18893","423"
"4276","345","18894","501"
"4277","345","18895","366"
"4278","345","18896","496"
"4279","345","18897","412"
"4280","345","18898","507"
"4281","345","18899","584"
"4282","345","18900","714"
"4283","345","18901","547"
"4284","345","18902","583"
"4285","345","18903","584"
"4286","345","18904","610"
"4287","345","18905","554"
"4288","345","18906","661"
"4289","345","18907","757"
"4290","345","18908","749"
"4291","345","18909","650"
"4292","345","18910","649"
"4293","345","18911","727"
"4294","345","18912","871"
"4295","345","18913","901"
"4296","345","18914","1039"
"4297","345","18915","874"
"4298","345","18916","1412"
"4299","345","18917","1098"
"4300","345","18918","1334"
"4301","345","18919","1608"
"4302","345","18920","1542"
"4303","345","18921","1616"
"4304","345","18922","2275"
"4305","345","18923","1507"
"4306","345","18924","2180"
"4307","345","18925","2149"
"4308","345","18926","2200"
"4309","345","18927","1996"
"4310","345","18928","1901"
"4311","345","18929","1966"
"4312","345","18930","1468"
"4313","345","18931","1524"
"4314","345","18932","2080"
"4315","345","18933","1983"
"4316","345","18934","2007"
"4317","345","18935","1720"
"4318","345","18936","1525"
"4319","345","18937","1571"
"4320","345","18938","1868"
"4321","345","18939","1877"
"4322","345","18940","1880"
"4323","345","18941","2014"
"4324","345","18942","2049"
"4325","345","18943","1972"
"4326","345","18944","1787"
"4327","345","18945","1933"
"4328","345","18946","2146"
"4329","345","18947","2577"
"4330","345","18948","2223"
"4331","345","18949","1984"
"4332","345","18950","2350"
"4333","345","18951","1836"
"4334","345","18952","1875"
"4335","345","18953","2252"
"4336","345","18954","2180"
"4337","345","18955","2156"
"4338","345","18956","1713"
"4339","345","18957","1826"
"4340","345","18958","2251"
"4341","345","18959","1938"
"4342","345","18960","2292"
"4343","345","18961","2031"
"4344","345","18962","2628"
"4345","345","18963","2127"
"4346","345","18964","2310"
"4347","345","18965","1983"
"4348","345","18966","2205"
"4349","345","18967","2073"
"4350","345","18968","1699"
"4351","345","18969","2084"
"4352","345","18970","2024"
"4353","345","18971","2"
"4354","345","18972","0"
"4355","345","18973","0"
"4356","345","18974","0"
"4357","345","18975","0"
"4358","345","18976","0"
"4359","345","18977","0"
"4360","345","18978","0"
"4361","345","18979","0"
"4362","346","18888","404"
"4363","346","18889","539"
"4364","346","18890","488"
"4365","346","18891","668"
"4366","346","18892","451"
"4367","346","18893","423"
"4368","346","18894","501"
"4369","346","18895","366"
"4370","346","18896","496"
"4371","346","18897","412"
"4372","346","18898","507"
"4373","346","18899","584"
"4374","346","18900","714"
"4375","346","18901","547"
"4376","346","18902","583"
"4377","346","18903","584"
"4378","346","18904","610"
"4379","346","18905","554"
"4380","346","18906","661"
"4381","346","18907","757"
"4382","346","18908","749"
"4383","346","18909","650"
"4384","346","18910","649"
"4385","346","18911","727"
"4386","346","18912","871"
"4387","346","18913","901"
"4388","346","18914","1039"
"4389","346","18915","874"
"4390","346","18916","1412"
"4391","346","18917","1098"
"4392","346","18918","1334"
"4393","346","18919","1608"
"4394","346","18920","1542"
"4395","346","18921","1616"
"4396","346","18922","2275"
"4397","346","18923","1507"
"4398","346","18924","2180"
"4399","346","18925","2149"
"4400","346","18926","2200"
"4401","346","18927","1996"
"4402","346","18928","1901"
"4403","346","18929","1966"
"4404","346","18930","1468"
"4405","346","18931","1524"
"4406","346","18932","2080"
"4407","346","18933","1983"
"4408","346","18934","2007"
"4409","346","18935","1720"
"4410","346","18936","1525"
"4411","346","18937","1571"
"4412","346","18938","1868"
"4413","346","18939","1877"
"4414","346","18940","1880"
"4415","346","18941","2014"
"4416","346","18942","2049"
"4417","346","18943","1972"
"4418","346","18944","1787"
"4419","346","18945","1933"
"4420","346","18946","2146"
"4421","346","18947","2577"
"4422","346","18948","2223"
"4423","346","18949","1984"
"4424","346","18950","2350"
"4425","346","18951","1836"
"4426","346","18952","1875"
"4427","346","18953","2252"
"4428","346","18954","2180"
"4429","346","18955","2156"
"4430","346","18956","1713"
"4431","346","18957","1826"
"4432","346","18958","2251"
"4433","346","18959","1938"
"4434","346","18960","2292"
"4435","346","18961","2031"
"4436","346","18962","2628"
"4437","346","18963","2127"
"4438","346","18964","2310"
"4439","346","18965","1983"
"4440","346","18966","2205"
"4441","346","18967","2073"
"4442","346","18968","1699"
"4443","346","18969","2084"
"4444","346","18970","2024"
"4445","346","18971","2"
"4446","346","18972","0"
"4447","346","18973","0"
"4448","346","18974","0"
"4449","346","18975","0"
"4450","346","18976","0"
"4451","346","18977","0"
"4452","346","18978","0"
"4453","346","18979","0"
"4454","347","18888","404"
"4455","347","18889","539"
"4456","347","18890","488"
"4457","347","18891","668"
"4458","347","18892","451"
"4459","347","18893","423"
"4460","347","18894","501"
"4461","347","18895","366"
"4462","347","18896","496"
"4463","347","18897","412"
"4464","347","18898","507"
"4465","347","18899","584"
"4466","347","18900","714"
"4467","347","18901","547"
"4468","347","18902","583"
"4469","347","18903","584"
"4470","347","18904","610"
"4471","347","18905","554"
"4472","347","18906","661"
"4473","347","18907","757"
"4474","347","18908","749"
"4475","347","18909","650"
"4476","347","18910","649"
"4477","347","18911","727"
"4478","347","18912","871"
"4479","347","18913","901"
"4480","347","18914","1039"
"4481","347","18915","874"
"4482","347","18916","1412"
"4483","347","18917","1098"
"4484","347","18918","1334"
"4485","347","18919","1608"
"4486","347","18920","1542"
"4487","347","18921","1616"
"4488","347","18922","2275"
"4489","347","18923","1507"
"4490","347","18924","2180"
"4491","347","18925","2149"
"4492","347","18926","2200"
"4493","347","18927","1996"
"4494","347","18928","1901"
"4495","347","18929","1966"
"4496","347","18930","1468"
"4497","347","18931","1524"
"4498","347","18932","2080"
"4499","347","18933","1983"
"4500","347","18934","2007"
"4501","347","18935","1720"
"4502","347","18936","1525"
"4503","347","18937","1571"
"4504","347","18938","1868"
"4505","347","18939","1877"
"4506","347","18940","1880"
"4507","347","18941","2014"
"4508","347","18942","2049"
"4509","347","18943","1972"
"4510","347","18944","1787"
"4511","347","18945","1933"
"4512","347","18946","2146"
"4513","347","18947","2577"
"4514","347","18948","2223"
"4515","347","18949","1984"
"4516","347","18950","2350"
"4517","347","18951","1836"
"4518","347","18952","1875"
"4519","347","18953","2252"
"4520","347","18954","2180"
"4521","347","18955","2156"
"4522","347","18956","1713"
"4523","347","18957","1826"
"4524","347","18958","2251"
"4525","347","18959","1938"
"4526","347","18960","2292"
"4527","347","18961","2031"
"4528","347","18962","2628"
"4529","347","18963","2127"
"4530","347","18964","2310"
"4531","347","18965","1983"
"4532","347","18966","2205"
"4533","347","18967","2073"
"4534","347","18968","1699"
"4535","347","18969","2084"
"4536","347","18970","2024"
"4537","347","18971","2"
"4538","347","18972","0"
"4539","347","18973","0"
"4540","347","18974","0"
"4541","347","18975","0"
"4542","347","18976","0"
"4543","347","18977","0"
"4544","347","18978","0"
"4545","347","18979","0"
"4546","348","18888","404"
"4547","348","18889","539"
"4548","348","18890","488"
"4549","348","18891","668"
"4550","348","18892","451"
"4551","348","18893","423"
"4552","348","18894","501"
"4553","348","18895","366"
"4554","348","18896","496"
"4555","348","18897","412"
"4556","348","18898","507"
"4557","348","18899","584"
"4558","348","18900","714"
"4559","348","18901","547"
"4560","348","18902","583"
"4561","348","18903","584"
"4562","348","18904","610"
"4563","348","18905","554"
"4564","348","18906","661"
"4565","348","18907","757"
"4566","348","18908","749"
"4567","348","18909","650"
"4568","348","18910","649"
"4569","348","18911","727"
"4570","348","18912","871"
"4571","348","18913","901"
"4572","348","18914","1039"
"4573","348","18915","874"
"4574","348","18916","1412"
"4575","348","18917","1098"
"4576","348","18918","1334"
"4577","348","18919","1608"
"4578","348","18920","1542"
"4579","348","18921","1616"
"4580","348","18922","2275"
"4581","348","18923","1507"
"4582","348","18924","2180"
"4583","348","18925","2149"
"4584","348","18926","2200"
"4585","348","18927","1996"
"4586","348","18928","1901"
"4587","348","18929","1966"
"4588","348","18930","1468"
"4589","348","18931","1524"
"4590","348","18932","2080"
"4591","348","18933","1983"
"4592","348","18934","2007"
"4593","348","18935","1720"
"4594","348","18936","1525"
"4595","348","18937","1571"
"4596","348","18938","1868"
"4597","348","18939","1877"
"4598","348","18940","1880"
"4599","348","18941","2014"
"4600","348","18942","2049"
"4601","348","18943","1972"
"4602","348","18944","1787"
"4603","348","18945","1933"
"4604","348","18946","2146"
"4605","348","18947","2577"
"4606","348","18948","2223"
"4607","348","18949","1984"
"4608","348","18950","2350"
"4609","348","18951","1836"
"4610","348","18952","1875"
"4611","348","18953","2252"
"4612","348","18954","2180"
"4613","348","18955","2156"
"4614","348","18956","1713"
"4615","348","18957","1826"
"4616","348","18958","2251"
"4617","348","18959","1938"
"4618","348","18960","2292"
"4619","348","18961","2031"
"4620","348","18962","2628"
"4621","348","18963","2127"
"4622","348","18964","2310"
"4623","348","18965","1983"
"4624","348","18966","2205"
"4625","348","18967","2073"
"4626","348","18968","1699"
"4627","348","18969","2084"
"4628","348","18970","2024"
"4629","348","18971","2"
"4630","348","18972","0"
"4631","348","18973","0"
"4632","348","18974","0"
"4633","348","18975","0"
"4634","348","18976","0"
"4635","348","18977","0"
"4636","348","18978","0"
"4637","348","18979","0"
"4638","349","18888","404"
"4639","349","18889","539"
"4640","349","18890","488"
"4641","349","18891","668"
"4642","349","18892","451"
"4643","349","18893","423"
"4644","349","18894","501"
"4645","349","18895","366"
"4646","349","18896","496"
"4647","349","18897","412"
"4648","349","18898","507"
"4649","349","18899","584"
"4650","349","18900","714"
"4651","349","18901","547"
"4652","349","18902","583"
"4653","349","18903","584"
"4654","349","18904","610"
"4655","349","18905","554"
"4656","349","18906","661"
"4657","349","18907","757"
"4658","349","18908","749"
"4659","349","18909","650"
"4660","349","18910","649"
"4661","349","18911","727"
"4662","349","18912","871"
"4663","349","18913","901"
"4664","349","18914","1039"
"4665","349","18915","874"
"4666","349","18916","1412"
"4667","349","18917","1098"
"4668","349","18918","1334"
"4669","349","18919","1608"
"4670","349","18920","1542"
"4671","349","18921","1616"
"4672","349","18922","2275"
"4673","349","18923","1507"
"4674","349","18924","2180"
"4675","349","18925","2149"
"4676","349","18926","2200"
"4677","349","18927","1996"
"4678","349","18928","1901"
"4679","349","18929","1966"
"4680","349","18930","1468"
"4681","349","18931","1524"
"4682","349","18932","2080"
"4683","349","18933","1983"
"4684","349","18934","2007"
"4685","349","18935","1720"
"4686","349","18936","1525"
"4687","349","18937","1571"
"4688","349","18938","1868"
"4689","349","18939","1877"
"4690","349","18940","1880"
"4691","349","18941","2014"
"4692","349","18942","2049"
"4693","349","18943","1972"
"4694","349","18944","1787"
"4695","349","18945","1933"
"4696","349","18946","2146"
"4697","349","18947","2577"
"4698","349","18948","2223"
"4699","349","18949","1984"
"4700","349","18950","2350"
"4701","349","18951","1836"
"4702","349","18952","1875"
"4703","349","18953","2252"
"4704","349","18954","2180"
"4705","349","18955","2156"
"4706","349","18956","1713"
"4707","349","18957","1826"
"4708","349","18958","2251"
"4709","349","18959","1938"
"4710","349","18960","2292"
"4711","349","18961","2031"
"4712","349","18962","2628"
"4713","349","18963","2127"
"4714","349","18964","2310"
"4715","349","18965","1983"
"4716","349","18966","2205"
"4717","349","18967","2073"
"4718","349","18968","1699"
"4719","349","18969","2084"
"4720","349","18970","2024"
"4721","349","18971","2"
"4722","349","18972","0"
"4723","349","18973","0"
"4724","349","18974","0"
"4725","349","18975","0"
"4726","349","18976","0"
"4727","349","18977","0"
"4728","349","18978","0"
"4729","349","18979","0"
"4730","350","18888","404"
"4731","350","18889","539"
"4732","350","18890","488"
"4733","350","18891","668"
"4734","350","18892","451"
"4735","350","18893","423"
"4736","350","18894","501"
"4737","350","18895","366"
"4738","350","18896","496"
"4739","350","18897","412"
"4740","350","18898","507"
"4741","350","18899","584"
"4742","350","18900","714"
"4743","350","18901","547"
"4744","350","18902","583"
"4745","350","18903","584"
"4746","350","18904","610"
"4747","350","18905","554"
"4748","350","18906","661"
"4749","350","18907","757"
"4750","350","18908","749"
"4751","350","18909","650"
"4752","350","18910","649"
"4753","350","18911","727"
"4754","350","18912","871"
"4755","350","18913","901"
"4756","350","18914","1039"
"4757","350","18915","874"
"4758","350","18916","1412"
"4759","350","18917","1098"
"4760","350","18918","1334"
"4761","350","18919","1608"
"4762","350","18920","1542"
"4763","350","18921","1616"
"4764","350","18922","2275"
"4765","350","18923","1507"
"4766","350","18924","2180"
"4767","350","18925","2149"
"4768","350","18926","2200"
"4769","350","18927","1996"
"4770","350","18928","1901"
"4771","350","18929","1966"
"4772","350","18930","1468"
"4773","350","18931","1524"
"4774","350","18932","2080"
"4775","350","18933","1983"
"4776","350","18934","2007"
"4777","350","18935","1720"
"4778","350","18936","1525"
"4779","350","18937","1571"
"4780","350","18938","1868"
"4781","350","18939","1877"
"4782","350","18940","1880"
"4783","350","18941","2014"
"4784","350","18942","2049"
"4785","350","18943","1972"
"4786","350","18944","1787"
"4787","350","18945","1933"
"4788","350","18946","2146"
"4789","350","18947","2577"
"4790","350","18948","2223"
"4791","350","18949","1984"
"4792","350","18950","2350"
"4793","350","18951","1836"
"4794","350","18952","1875"
"4795","350","18953","2252"
"4796","350","18954","2180"
"4797","350","18955","2156"
"4798","350","18956","1713"
"4799","350","18957","1826"
"4800","350","18958","2251"
"4801","350","18959","1938"
"4802","350","18960","2292"
"4803","350","18961","2031"
"4804","350","18962","2628"
"4805","350","18963","2127"
"4806","350","18964","2310"
"4807","350","18965","1983"
"4808","350","18966","2205"
"4809","350","18967","2073"
"4810","350","18968","1699"
"4811","350","18969","2084"
"4812","350","18970","2024"
"4813","350","18971","2"
"4814","350","18972","0"
"4815","350","18973","0"
"4816","350","18974","0"
"4817","350","18975","0"
"4818","350","18976","0"
"4819","350","18977","0"
"4820","350","18978","0"
"4821","350","18979","0"
"4822","351","18888","404"
"4823","351","18889","539"
"4824","351","18890","488"
"4825","351","18891","668"
"4826","351","18892","451"
"4827","351","18893","423"
"4828","351","18894","501"
"4829","351","18895","366"
"4830","351","18896","496"
"4831","351","18897","412"
"4832","351","18898","507"
"4833","351","18899","584"
"4834","351","18900","714"
"4835","351","18901","547"
"4836","351","18902","583"
"4837","351","18903","584"
"4838","351","18904","610"
"4839","351","18905","554"
"4840","351","18906","661"
"4841","351","18907","757"
"4842","351","18908","749"
"4843","351","18909","650"
"4844","351","18910","649"
"4845","351","18911","727"
"4846","351","18912","871"
"4847","351","18913","901"
"4848","351","18914","1039"
"4849","351","18915","874"
"4850","351","18916","1412"
"4851","351","18917","1098"
"4852","351","18918","1334"
"4853","351","18919","1608"
"4854","351","18920","1542"
"4855","351","18921","1616"
"4856","351","18922","2275"
"4857","351","18923","1507"
"4858","351","18924","2180"
"4859","351","18925","2149"
"4860","351","18926","2200"
"4861","351","18927","1996"
"4862","351","18928","1901"
"4863","351","18929","1966"
"4864","351","18930","1468"
"4865","351","18931","1524"
"4866","351","18932","2080"
"4867","351","18933","1983"
"4868","351","18934","2007"
"4869","351","18935","1720"
"4870","351","18936","1525"
"4871","351","18937","1571"
"4872","351","18938","1868"
"4873","351","18939","1877"
"4874","351","18940","1880"
"4875","351","18941","2014"
"4876","351","18942","2049"
"4877","351","18943","1972"
"4878","351","18944","1787"
"4879","351","18945","1933"
"4880","351","18946","2146"
"4881","351","18947","2577"
"4882","351","18948","2223"
"4883","351","18949","1984"
"4884","351","18950","2350"
"4885","351","18951","1836"
"4886","351","18952","1875"
"4887","351","18953","2252"
"4888","351","18954","2180"
"4889","351","18955","2156"
"4890","351","18956","1713"
"4891","351","18957","1826"
"4892","351","18958","2251"
"4893","351","18959","1938"
"4894","351","18960","2292"
"4895","351","18961","2031"
"4896","351","18962","2628"
"4897","351","18963","2127"
"4898","351","18964","2310"
"4899","351","18965","1983"
"4900","351","18966","2205"
"4901","351","18967","2073"
"4902","351","18968","1699"
"4903","351","18969","2084"
"4904","351","18970","2024"
"4905","351","18971","2"
"4906","351","18972","0"
"4907","351","18973","0"
"4908","351","18974","0"
"4909","351","18975","0"
"4910","351","18976","0"
"4911","351","18977","0"
"4912","351","18978","0"
"4913","351","18979","0"
"4914","352","18888","404"
"4915","352","18889","539"
"4916","352","18890","488"
"4917","352","18891","668"
"4918","352","18892","451"
"4919","352","18893","423"
"4920","352","18894","501"
"4921","352","18895","366"
"4922","352","18896","496"
"4923","352","18897","412"
"4924","352","18898","507"
"4925","352","18899","584"
"4926","352","18900","714"
"4927","352","18901","547"
"4928","352","18902","583"
"4929","352","18903","584"
"4930","352","18904","610"
"4931","352","18905","554"
"4932","352","18906","661"
"4933","352","18907","757"
"4934","352","18908","749"
"4935","352","18909","650"
"4936","352","18910","649"
"4937","352","18911","727"
"4938","352","18912","871"
"4939","352","18913","901"
"4940","352","18914","1039"
"4941","352","18915","874"
"4942","352","18916","1412"
"4943","352","18917","1098"
"4944","352","18918","1334"
"4945","352","18919","1608"
"4946","352","18920","1542"
"4947","352","18921","1616"
"4948","352","18922","2275"
"4949","352","18923","1507"
"4950","352","18924","2180"
"4951","352","18925","2149"
"4952","352","18926","2200"
"4953","352","18927","1996"
"4954","352","18928","1901"
"4955","352","18929","1966"
"4956","352","18930","1468"
"4957","352","18931","1524"
"4958","352","18932","2080"
"4959","352","18933","1983"
"4960","352","18934","2007"
"4961","352","18935","1720"
"4962","352","18936","1525"
"4963","352","18937","1571"
"4964","352","18938","1868"
"4965","352","18939","1877"
"4966","352","18940","1880"
"4967","352","18941","2014"
"4968","352","18942","2049"
"4969","352","18943","1972"
"4970","352","18944","1787"
"4971","352","18945","1933"
"4972","352","18946","2146"
"4973","352","18947","2577"
"4974","352","18948","2223"
"4975","352","18949","1984"
"4976","352","18950","2350"
"4977","352","18951","1836"
"4978","352","18952","1875"
"4979","352","18953","2252"
"4980","352","18954","2180"
"4981","352","18955","2156"
"4982","352","18956","1713"
"4983","352","18957","1826"
"4984","352","18958","2251"
"4985","352","18959","1938"
"4986","352","18960","2292"
"4987","352","18961","2031"
"4988","352","18962","2628"
"4989","352","18963","2127"
"4990","352","18964","2310"
"4991","352","18965","1983"
"4992","352","18966","2205"
"4993","352","18967","2073"
"4994","352","18968","1699"
"4995","352","18969","2084"
"4996","352","18970","2024"
"4997","352","18971","2"
"4998","352","18972","0"
"4999","352","18973","0"
"5000","352","18974","0"
"5001","352","18975","0"
"5002","352","18976","0"
"5003","352","18977","0"
"5004","352","18978","0"
"5005","352","18979","0"
"5006","353","18888","404"
"5007","353","18889","539"
"5008","353","18890","488"
"5009","353","18891","668"
"5010","353","18892","451"
"5011","353","18893","423"
"5012","353","18894","501"
"5013","353","18895","366"
"5014","353","18896","496"
"5015","353","18897","412"
"5016","353","18898","507"
"5017","353","18899","584"
"5018","353","18900","714"
"5019","353","18901","547"
"5020","353","18902","583"
"5021","353","18903","584"
"5022","353","18904","610"
"5023","353","18905","554"
"5024","353","18906","661"
"5025","353","18907","757"
"5026","353","18908","749"
"5027","353","18909","650"
"5028","353","18910","649"
"5029","353","18911","727"
"5030","353","18912","871"
"5031","353","18913","901"
"5032","353","18914","1039"
"5033","353","18915","874"
"5034","353","18916","1412"
"5035","353","18917","1098"
"5036","353","18918","1334"
"5037","353","18919","1608"
"5038","353","18920","1542"
"5039","353","18921","1616"
"5040","353","18922","2275"
