"","Date","Date_MY","Users","Posts","Comments","Total","Men..20.years.and.over","Women..20.years.and.over","X16.to.19.years.old","White","Black.or.African.American","Asian","Hispanic.or.Latino"
"1","2013-08-13","2013-8",130,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"2","2013-08-14","2013-8",142,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"3","2013-08-15","2013-8",146,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"4","2013-08-16","2013-8",147,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"5","2013-08-17","2013-8",216,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"6","2013-08-18","2013-8",256,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"7","2013-08-19","2013-8",297,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"8","2013-08-20","2013-8",306,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"9","2013-08-21","2013-8",309,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"10","2013-08-22","2013-8",310,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"11","2013-08-23","2013-8",313,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"12","2013-08-24","2013-8",316,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"13","2013-08-25","2013-8",316,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"14","2013-08-26","2013-8",317,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"15","2013-08-27","2013-8",317,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"16","2013-08-28","2013-8",317,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"17","2013-08-29","2013-8",317,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"18","2013-08-30","2013-8",318,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"19","2013-08-31","2013-8",330,NA,NA,7.2,7.1,6.2,22.5,6.4,12.8,5.1,9.2
"20","2013-09-01","2013-9",333,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"21","2013-09-02","2013-9",337,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"22","2013-09-03","2013-9",343,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"23","2013-09-04","2013-9",346,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"24","2013-09-05","2013-9",346,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"25","2013-09-06","2013-9",349,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"26","2013-09-07","2013-9",351,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"27","2013-09-08","2013-9",354,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"28","2013-09-09","2013-9",355,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"29","2013-09-10","2013-9",356,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"30","2013-09-11","2013-9",356,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"31","2013-09-12","2013-9",357,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"32","2013-09-13","2013-9",360,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"33","2013-09-14","2013-9",390,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"34","2013-09-15","2013-9",406,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"35","2013-09-16","2013-9",412,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"36","2013-09-17","2013-9",415,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"37","2013-09-18","2013-9",415,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"38","2013-09-19","2013-9",415,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"39","2013-09-20","2013-9",416,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"40","2013-09-21","2013-9",417,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"41","2013-09-22","2013-9",419,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"42","2013-09-23","2013-9",420,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"43","2013-09-24","2013-9",419,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"44","2013-09-25","2013-9",419,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"45","2013-09-26","2013-9",420,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"46","2013-09-27","2013-9",421,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"47","2013-09-28","2013-9",420,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"48","2013-09-29","2013-9",421,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"49","2013-09-30","2013-9",438,NA,NA,7.2,7.1,6.2,21.3,6.3,13,5.4,8.8
"50","2013-10-01","2013-10",444,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"51","2013-10-02","2013-10",445,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"52","2013-10-03","2013-10",447,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"53","2013-10-04","2013-10",447,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"54","2013-10-05","2013-10",453,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"55","2013-10-06","2013-10",453,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"56","2013-10-07","2013-10",452,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"57","2013-10-08","2013-10",453,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"58","2013-10-09","2013-10",455,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"59","2013-10-10","2013-10",456,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"60","2013-10-11","2013-10",459,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"61","2013-10-12","2013-10",463,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"62","2013-10-13","2013-10",461,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"63","2013-10-14","2013-10",464,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"64","2013-10-15","2013-10",465,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"65","2013-10-16","2013-10",467,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"66","2013-10-17","2013-10",482,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"67","2013-10-18","2013-10",483,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"68","2013-10-19","2013-10",487,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"69","2013-10-20","2013-10",490,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"70","2013-10-21","2013-10",492,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"71","2013-10-22","2013-10",493,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"72","2013-10-23","2013-10",495,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"73","2013-10-24","2013-10",497,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"74","2013-10-25","2013-10",496,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"75","2013-10-26","2013-10",498,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"76","2013-10-27","2013-10",499,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"77","2013-10-28","2013-10",502,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"78","2013-10-29","2013-10",509,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"79","2013-10-30","2013-10",514,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"80","2013-10-31","2013-10",513,NA,NA,7.2,6.9,6.3,22.2,6.3,12.8,5.4,9.1
"81","2013-11-01","2013-11",513,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"82","2013-11-02","2013-11",513,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"83","2013-11-03","2013-11",514,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"84","2013-11-04","2013-11",513,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"85","2013-11-05","2013-11",513,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"86","2013-11-06","2013-11",514,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"87","2013-11-07","2013-11",514,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"88","2013-11-08","2013-11",514,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"89","2013-11-09","2013-11",514,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"90","2013-11-10","2013-11",513,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"91","2013-11-11","2013-11",515,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"92","2013-11-12","2013-11",515,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"93","2013-11-13","2013-11",517,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"94","2013-11-14","2013-11",519,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"95","2013-11-15","2013-11",521,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"96","2013-11-16","2013-11",523,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"97","2013-11-17","2013-11",524,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"98","2013-11-18","2013-11",527,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"99","2013-11-19","2013-11",528,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"100","2013-11-20","2013-11",529,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"101","2013-11-21","2013-11",529,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"102","2013-11-22","2013-11",530,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"103","2013-11-23","2013-11",531,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"104","2013-11-24","2013-11",533,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"105","2013-11-25","2013-11",531,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"106","2013-11-26","2013-11",535,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"107","2013-11-27","2013-11",536,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"108","2013-11-28","2013-11",541,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"109","2013-11-29","2013-11",541,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"110","2013-11-30","2013-11",541,NA,NA,6.9,6.6,6.2,20.7,6.1,12.3,5.2,8.7
"111","2013-12-01","2013-12",541,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"112","2013-12-02","2013-12",541,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"113","2013-12-03","2013-12",541,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"114","2013-12-04","2013-12",542,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"115","2013-12-05","2013-12",543,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"116","2013-12-06","2013-12",543,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"117","2013-12-07","2013-12",544,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"118","2013-12-08","2013-12",544,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"119","2013-12-09","2013-12",543,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"120","2013-12-10","2013-12",544,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"121","2013-12-11","2013-12",547,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"122","2013-12-12","2013-12",548,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"123","2013-12-13","2013-12",547,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"124","2013-12-14","2013-12",549,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"125","2013-12-15","2013-12",551,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"126","2013-12-16","2013-12",552,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"127","2013-12-17","2013-12",556,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"128","2013-12-18","2013-12",556,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"129","2013-12-19","2013-12",557,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"130","2013-12-20","2013-12",560,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"131","2013-12-21","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"132","2013-12-22","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"133","2013-12-23","2013-12",562,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"134","2013-12-24","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"135","2013-12-25","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"136","2013-12-26","2013-12",559,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"137","2013-12-27","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"138","2013-12-28","2013-12",562,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"139","2013-12-29","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"140","2013-12-30","2013-12",561,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"141","2013-12-31","2013-12",560,NA,NA,6.7,6.3,6.1,20.4,5.9,11.9,4.3,8.3
"142","2014-01-01","2014-1",560,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"143","2014-01-02","2014-1",560,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"144","2014-01-03","2014-1",559,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"145","2014-01-04","2014-1",558,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"146","2014-01-05","2014-1",558,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"147","2014-01-06","2014-1",564,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"148","2014-01-07","2014-1",563,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"149","2014-01-08","2014-1",562,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"150","2014-01-09","2014-1",563,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"151","2014-01-10","2014-1",563,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"152","2014-01-11","2014-1",569,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"153","2014-01-12","2014-1",568,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"154","2014-01-13","2014-1",567,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"155","2014-01-14","2014-1",568,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"156","2014-01-15","2014-1",573,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"157","2014-01-16","2014-1",574,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"158","2014-01-17","2014-1",573,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"159","2014-01-18","2014-1",573,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"160","2014-01-19","2014-1",576,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"161","2014-01-20","2014-1",583,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"162","2014-01-21","2014-1",612,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"163","2014-01-22","2014-1",613,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"164","2014-01-23","2014-1",614,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"165","2014-01-24","2014-1",616,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"166","2014-01-25","2014-1",617,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"167","2014-01-26","2014-1",616,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"168","2014-01-27","2014-1",617,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"169","2014-01-28","2014-1",618,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"170","2014-01-29","2014-1",619,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"171","2014-01-30","2014-1",621,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"172","2014-01-31","2014-1",620,NA,NA,6.6,6.2,5.8,20.4,5.7,12.1,4.7,8.3
"173","2014-02-01","2014-2",620,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"174","2014-02-02","2014-2",621,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"175","2014-02-03","2014-2",621,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"176","2014-02-04","2014-2",623,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"177","2014-02-05","2014-2",623,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"178","2014-02-06","2014-2",623,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"179","2014-02-07","2014-2",623,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"180","2014-02-08","2014-2",625,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"181","2014-02-09","2014-2",626,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"182","2014-02-10","2014-2",627,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"183","2014-02-11","2014-2",632,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"184","2014-02-12","2014-2",632,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"185","2014-02-13","2014-2",632,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"186","2014-02-14","2014-2",634,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"187","2014-02-15","2014-2",633,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"188","2014-02-16","2014-2",634,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"189","2014-02-17","2014-2",634,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"190","2014-02-18","2014-2",633,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"191","2014-02-19","2014-2",635,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"192","2014-02-20","2014-2",635,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"193","2014-02-21","2014-2",636,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"194","2014-02-22","2014-2",636,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"195","2014-02-23","2014-2",636,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"196","2014-02-24","2014-2",636,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"197","2014-02-25","2014-2",637,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"198","2014-02-26","2014-2",637,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"199","2014-02-27","2014-2",651,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"200","2014-02-28","2014-2",655,NA,NA,6.7,6.3,5.9,21.4,5.8,11.8,5.9,8.2
"201","2014-03-01","2014-3",658,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"202","2014-03-02","2014-3",674,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"203","2014-03-03","2014-3",684,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"204","2014-03-04","2014-3",685,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"205","2014-03-05","2014-3",687,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"206","2014-03-06","2014-3",687,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"207","2014-03-07","2014-3",689,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"208","2014-03-08","2014-3",689,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"209","2014-03-09","2014-3",690,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"210","2014-03-10","2014-3",689,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"211","2014-03-11","2014-3",689,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"212","2014-03-12","2014-3",690,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"213","2014-03-13","2014-3",693,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"214","2014-03-14","2014-3",695,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"215","2014-03-15","2014-3",696,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"216","2014-03-16","2014-3",696,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"217","2014-03-17","2014-3",695,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"218","2014-03-18","2014-3",695,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"219","2014-03-19","2014-3",695,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"220","2014-03-20","2014-3",694,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"221","2014-03-21","2014-3",695,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"222","2014-03-22","2014-3",696,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"223","2014-03-23","2014-3",697,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"224","2014-03-24","2014-3",698,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"225","2014-03-25","2014-3",699,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"226","2014-03-26","2014-3",700,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"227","2014-03-27","2014-3",705,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"228","2014-03-28","2014-3",709,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"229","2014-03-29","2014-3",710,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"230","2014-03-30","2014-3",710,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"231","2014-03-31","2014-3",710,NA,NA,6.7,6.1,6.2,20.8,5.8,12.1,5.5,7.9
"232","2014-04-01","2014-4",738,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"233","2014-04-02","2014-4",740,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"234","2014-04-03","2014-4",740,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"235","2014-04-04","2014-4",741,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"236","2014-04-05","2014-4",746,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"237","2014-04-06","2014-4",748,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"238","2014-04-07","2014-4",748,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"239","2014-04-08","2014-4",748,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"240","2014-04-09","2014-4",748,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"241","2014-04-10","2014-4",748,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"242","2014-04-11","2014-4",748,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"243","2014-04-12","2014-4",749,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"244","2014-04-13","2014-4",751,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"245","2014-04-14","2014-4",754,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"246","2014-04-15","2014-4",755,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"247","2014-04-16","2014-4",756,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"248","2014-04-17","2014-4",759,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"249","2014-04-18","2014-4",759,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"250","2014-04-19","2014-4",760,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"251","2014-04-20","2014-4",760,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"252","2014-04-21","2014-4",762,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"253","2014-04-22","2014-4",763,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
"254","2014-04-23","2014-4",763,NA,NA,6.2,5.9,5.6,19.4,5.3,11.6,5.9,7.2
