"","Date","Date_MY","Users","Posts","Comments","Total","Men..20.years.and.over","Women..20.years.and.over","X16.to.19.years.old","White","Black.or.African.American","Asian","Hispanic.or.Latino"
"1674","2018-03-13","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1675","2018-03-14","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1676","2018-03-15","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1677","2018-03-16","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1678","2018-03-17","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1679","2018-03-18","2018-3",3323,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1680","2018-03-19","2018-3",3332,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1681","2018-03-20","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1682","2018-03-21","2018-3",3333,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1683","2018-03-22","2018-3",3339,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1684","2018-03-23","2018-3",3339,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1685","2018-03-24","2018-3",3343,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1686","2018-03-25","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1687","2018-03-26","2018-3",3350,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1688","2018-03-27","2018-3",3353,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1689","2018-03-28","2018-3",3366,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1690","2018-03-29","2018-3",3369,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1691","2018-03-30","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1692","2018-03-31","2018-3",NA,NA,NA,4,3.6,3.7,13.1,3.5,6.7,3,4.9
"1693","2018-04-01","2018-4",3371,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1694","2018-04-02","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1695","2018-04-03","2018-4",3375,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1696","2018-04-04","2018-4",3377,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1697","2018-04-05","2018-4",3378,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1698","2018-04-06","2018-4",3380,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1699","2018-04-07","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1700","2018-04-08","2018-4",3457,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1701","2018-04-09","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1702","2018-04-10","2018-4",3468,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1703","2018-04-11","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1704","2018-04-12","2018-4",3479,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1705","2018-04-13","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1706","2018-04-14","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1707","2018-04-15","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1708","2018-04-16","2018-4",3495,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1709","2018-04-17","2018-4",3496,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1710","2018-04-18","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1711","2018-04-19","2018-4",3505,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1712","2018-04-20","2018-4",3508,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1713","2018-04-21","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1714","2018-04-22","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1715","2018-04-23","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1716","2018-04-24","2018-4",3517,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1717","2018-04-25","2018-4",3523,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1718","2018-04-26","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1719","2018-04-27","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1720","2018-04-28","2018-4",3534,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1721","2018-04-29","2018-4",3539,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1722","2018-04-30","2018-4",NA,NA,NA,4,3.7,3.6,12.6,3.6,6.3,2.9,4.7
"1723","2018-05-01","2018-5",3542,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1724","2018-05-02","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1725","2018-05-03","2018-5",3543,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1726","2018-05-04","2018-5",3544,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1727","2018-05-05","2018-5",3542,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1728","2018-05-06","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1729","2018-05-07","2018-5",3552,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1730","2018-05-08","2018-5",3553,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1731","2018-05-09","2018-5",3561,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1732","2018-05-10","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1733","2018-05-11","2018-5",3558,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1734","2018-05-12","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1735","2018-05-13","2018-5",3561,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1736","2018-05-14","2018-5",3572,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1737","2018-05-15","2018-5",3578,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1738","2018-05-16","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1739","2018-05-17","2018-5",3579,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1740","2018-05-18","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1741","2018-05-19","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1742","2018-05-20","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1743","2018-05-21","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1744","2018-05-22","2018-5",3602,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1745","2018-05-23","2018-5",3606,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1746","2018-05-24","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1747","2018-05-25","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1748","2018-05-26","2018-5",3609,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1749","2018-05-27","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1750","2018-05-28","2018-5",3617,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1751","2018-05-29","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1752","2018-05-30","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1753","2018-05-31","2018-5",NA,NA,NA,3.8,3.6,3.4,12.9,3.5,5.9,2.2,4.8
"1754","2018-06-01","2018-6",3620,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1755","2018-06-02","2018-6",3620,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1756","2018-06-03","2018-6",3621,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1757","2018-06-04","2018-6",3622,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1758","2018-06-05","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1759","2018-06-06","2018-6",3626,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1760","2018-06-07","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1761","2018-06-08","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1762","2018-06-09","2018-6",3628,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1763","2018-06-10","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1764","2018-06-11","2018-6",3639,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1765","2018-06-12","2018-6",3669,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1766","2018-06-13","2018-6",3670,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1767","2018-06-14","2018-6",3672,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1768","2018-06-15","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1769","2018-06-16","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1770","2018-06-17","2018-6",3675,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1771","2018-06-18","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1772","2018-06-19","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1773","2018-06-20","2018-6",3684,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1774","2018-06-21","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1775","2018-06-22","2018-6",3715,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1776","2018-06-23","2018-6",3715,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1777","2018-06-24","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1778","2018-06-25","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1779","2018-06-26","2018-6",3722,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1780","2018-06-27","2018-6",3728,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1781","2018-06-28","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1782","2018-06-29","2018-6",NA,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1783","2018-06-30","2018-6",3731,NA,NA,4,3.7,3.6,12.7,3.5,6.4,3.3,4.6
"1784","2018-07-01","2018-7",3731,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1785","2018-07-02","2018-7",3732,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1786","2018-07-03","2018-7",3732,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1787","2018-07-04","2018-7",3736,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1788","2018-07-05","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1789","2018-07-06","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1790","2018-07-07","2018-7",3741,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1791","2018-07-08","2018-7",3740,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1792","2018-07-09","2018-7",3964,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1793","2018-07-10","2018-7",3972,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1794","2018-07-11","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1795","2018-07-12","2018-7",3987,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1796","2018-07-13","2018-7",3998,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1797","2018-07-14","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1798","2018-07-15","2018-7",4005,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1799","2018-07-16","2018-7",4018,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1800","2018-07-17","2018-7",4023,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1801","2018-07-18","2018-7",4026,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1802","2018-07-19","2018-7",4040,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1803","2018-07-20","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1804","2018-07-21","2018-7",4048,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1805","2018-07-22","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1806","2018-07-23","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1807","2018-07-24","2018-7",4048,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1808","2018-07-25","2018-7",4063,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1809","2018-07-26","2018-7",4069,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1810","2018-07-27","2018-7",NA,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1811","2018-07-28","2018-7",4075,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1812","2018-07-29","2018-7",4079,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1813","2018-07-30","2018-7",4078,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1814","2018-07-31","2018-7",4098,NA,NA,3.8,3.4,3.6,13.1,3.4,6.5,3,4.5
"1815","2018-08-01","2018-8",4107,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1816","2018-08-02","2018-8",4114,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1817","2018-08-03","2018-8",4117,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1818","2018-08-04","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1819","2018-08-05","2018-8",4128,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1820","2018-08-06","2018-8",4156,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1821","2018-08-07","2018-8",4159,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1822","2018-08-08","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1823","2018-08-09","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1824","2018-08-10","2018-8",4166,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1825","2018-08-11","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1826","2018-08-12","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1827","2018-08-13","2018-8",4167,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1828","2018-08-14","2018-8",4166,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1829","2018-08-15","2018-8",4175,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1830","2018-08-16","2018-8",4504,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1831","2018-08-17","2018-8",4585,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1832","2018-08-18","2018-8",4639,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1833","2018-08-19","2018-8",4649,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1834","2018-08-20","2018-8",4689,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1835","2018-08-21","2018-8",4698,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1836","2018-08-22","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1837","2018-08-23","2018-8",4742,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1838","2018-08-24","2018-8",4747,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1839","2018-08-25","2018-8",4746,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1840","2018-08-26","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1841","2018-08-27","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1842","2018-08-28","2018-8",4772,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1843","2018-08-29","2018-8",4777,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1844","2018-08-30","2018-8",4788,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1845","2018-08-31","2018-8",NA,NA,NA,3.8,3.5,3.5,12.7,3.5,6.3,2.9,4.7
"1846","2018-09-01","2018-9",4794,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1847","2018-09-02","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1848","2018-09-03","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1849","2018-09-04","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1850","2018-09-05","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1851","2018-09-06","2018-9",4822,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1852","2018-09-07","2018-9",4833,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1853","2018-09-08","2018-9",4836,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1854","2018-09-09","2018-9",4844,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1855","2018-09-10","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1856","2018-09-11","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1857","2018-09-12","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1858","2018-09-13","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1859","2018-09-14","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1860","2018-09-15","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1861","2018-09-16","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1862","2018-09-17","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1863","2018-09-18","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1864","2018-09-19","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1865","2018-09-20","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1866","2018-09-21","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1867","2018-09-22","2018-9",NA,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1868","2018-09-23","2018-9",5099,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1869","2018-09-24","2018-9",5108,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1870","2018-09-25","2018-9",5116,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1871","2018-09-26","2018-9",5130,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1872","2018-09-27","2018-9",5135,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1873","2018-09-28","2018-9",5148,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1874","2018-09-29","2018-9",5157,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1875","2018-09-30","2018-9",5177,NA,NA,3.7,3.5,3.3,12.4,3.3,6.1,3.5,4.6
"1876","2018-10-01","2018-10",5217,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1877","2018-10-02","2018-10",5255,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1878","2018-10-03","2018-10",5264,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1879","2018-10-04","2018-10",5268,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1880","2018-10-05","2018-10",5278,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1881","2018-10-06","2018-10",5292,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1882","2018-10-07","2018-10",5313,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1883","2018-10-08","2018-10",5320,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1884","2018-10-09","2018-10",5328,2,10,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1885","2018-10-10","2018-10",5339,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1886","2018-10-11","2018-10",NA,4,25,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1887","2018-10-12","2018-10",5345,4,17,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1888","2018-10-13","2018-10",5342,1,13,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1889","2018-10-14","2018-10",5346,2,7,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1890","2018-10-15","2018-10",5389,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1891","2018-10-16","2018-10",NA,NA,11,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1892","2018-10-17","2018-10",6060,8,32,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1893","2018-10-18","2018-10",7222,31,291,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1894","2018-10-19","2018-10",7608,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1895","2018-10-20","2018-10",7698,9,143,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1896","2018-10-21","2018-10",7733,7,90,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1897","2018-10-22","2018-10",7744,6,47,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1898","2018-10-23","2018-10",7781,5,34,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1899","2018-10-24","2018-10",7808,2,24,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1900","2018-10-25","2018-10",7821,6,35,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1901","2018-10-26","2018-10",7847,2,29,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1902","2018-10-27","2018-10",7851,7,37,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1903","2018-10-28","2018-10",7872,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1904","2018-10-29","2018-10",7885,NA,NA,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1905","2018-10-30","2018-10",7888,6,46,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1906","2018-10-31","2018-10",7896,3,65,3.8,3.6,3.4,12.1,3.4,6.5,3.2,4.4
"1907","2018-11-01","2018-11",8004,NA,NA,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1908","2018-11-02","2018-11",8081,11,76,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1909","2018-11-03","2018-11",8100,9,59,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1910","2018-11-04","2018-11",8131,NA,NA,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1911","2018-11-05","2018-11",8149,6,49,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1912","2018-11-06","2018-11",8199,7,37,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1913","2018-11-07","2018-11",8213,3,35,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1914","2018-11-08","2018-11",8231,4,28,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1915","2018-11-09","2018-11",8265,3,13,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1916","2018-11-10","2018-11",8308,6,22,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1917","2018-11-11","2018-11",8372,NA,NA,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1918","2018-11-12","2018-11",8390,NA,NA,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1919","2018-11-13","2018-11",8407,5,52,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1920","2018-11-14","2018-11",8415,3,35,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1921","2018-11-15","2018-11",8451,6,26,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
"1922","2018-11-16","2018-11",8457,NA,NA,3.8,3.4,3.5,12.4,3.4,6.1,2.9,4.7
