"","Date","Comments","Users","Posts","Total.Covid.Cases"
"654","2015-05-28",NA,1315,NA,NA
"655","2015-05-29",NA,1316,NA,NA
"656","2015-05-30",NA,1316,NA,NA
"657","2015-05-31",NA,1318,NA,NA
"658","2015-06-01",NA,1319,NA,NA
"659","2015-06-02",NA,1322,NA,NA
"660","2015-06-03",NA,1322,NA,NA
"661","2015-06-04",NA,1326,NA,NA
"662","2015-06-05",NA,1327,NA,NA
"663","2015-06-06",NA,1327,NA,NA
"664","2015-06-07",NA,1329,NA,NA
"665","2015-06-08",NA,1328,NA,NA
"666","2015-06-09",NA,1329,NA,NA
"667","2015-06-10",NA,1331,NA,NA
"668","2015-06-11",NA,1331,NA,NA
"669","2015-06-12",NA,1333,NA,NA
"670","2015-06-13",NA,1333,NA,NA
"671","2015-06-14",NA,1330,NA,NA
"672","2015-06-15",NA,1330,NA,NA
"673","2015-06-16",NA,1330,NA,NA
"674","2015-06-17",NA,1332,NA,NA
"675","2015-06-18",NA,1332,NA,NA
"676","2015-06-19",NA,1334,NA,NA
"677","2015-06-20",NA,1335,NA,NA
"678","2015-06-21",NA,1335,NA,NA
"679","2015-06-22",NA,1336,NA,NA
"680","2015-06-23",NA,1338,NA,NA
"681","2015-06-24",NA,1338,NA,NA
"682","2015-06-25",NA,1338,NA,NA
"683","2015-06-26",NA,1339,NA,NA
"684","2015-06-27",NA,1339,NA,NA
"685","2015-06-28",NA,1339,NA,NA
"686","2015-06-29",NA,1340,NA,NA
"687","2015-06-30",NA,1341,NA,NA
"688","2015-07-01",NA,1343,NA,NA
"689","2015-07-02",NA,1343,NA,NA
"690","2015-07-03",NA,1343,NA,NA
"691","2015-07-04",NA,1344,NA,NA
"692","2015-07-05",NA,1343,NA,NA
"693","2015-07-06",NA,1342,NA,NA
"694","2015-07-07",NA,1343,NA,NA
"695","2015-07-08",NA,1344,NA,NA
"696","2015-07-09",NA,1348,NA,NA
"697","2015-07-10",NA,1349,NA,NA
"698","2015-07-11",NA,1350,NA,NA
"699","2015-07-12",NA,1353,NA,NA
"700","2015-07-13",NA,1353,NA,NA
"701","2015-07-14",NA,1446,NA,NA
"702","2015-07-15",NA,1466,NA,NA
"703","2015-07-16",NA,1470,NA,NA
"704","2015-07-17",NA,1473,NA,NA
"705","2015-07-18",NA,1474,NA,NA
"706","2015-07-19",NA,1476,NA,NA
"707","2015-07-20",NA,1480,NA,NA
"708","2015-07-21",NA,1482,NA,NA
"709","2015-07-22",NA,1483,NA,NA
"710","2015-07-23",NA,1483,NA,NA
"711","2015-07-24",NA,1486,NA,NA
"712","2015-07-25",NA,1487,NA,NA
"713","2015-07-26",NA,1488,NA,NA
"714","2015-07-27",NA,1490,NA,NA
"715","2015-07-28",NA,1491,NA,NA
"716","2015-07-29",NA,1495,NA,NA
"717","2015-07-30",NA,1500,NA,NA
"718","2015-07-31",NA,1499,NA,NA
"719","2015-08-01",NA,1500,NA,NA
"720","2015-08-02",NA,1502,NA,NA
"721","2015-08-03",NA,1503,NA,NA
"722","2015-08-04",NA,1504,NA,NA
"723","2015-08-05",NA,1505,NA,NA
"724","2015-08-06",NA,1505,NA,NA
"725","2015-08-07",NA,1509,NA,NA
"726","2015-08-08",NA,1510,NA,NA
"727","2015-08-09",NA,1511,NA,NA
"728","2015-08-10",NA,1511,NA,NA
"729","2015-08-11",NA,1511,NA,NA
"730","2015-08-12",NA,1511,NA,NA
"731","2015-08-13",NA,1515,NA,NA
"732","2015-08-14",NA,1515,NA,NA
"733","2015-08-15",NA,1513,NA,NA
"734","2015-08-16",NA,1517,NA,NA
"735","2015-08-17",NA,1521,NA,NA
"736","2015-08-18",NA,1522,NA,NA
"737","2015-08-19",NA,1521,NA,NA
"738","2015-08-20",NA,1520,NA,NA
"739","2015-08-21",NA,1520,NA,NA
"740","2015-08-22",NA,1522,NA,NA
"741","2015-08-23",NA,1522,NA,NA
"742","2015-08-24",NA,1522,NA,NA
"743","2015-08-25",NA,1521,NA,NA
"744","2015-08-26",NA,1522,NA,NA
"745","2015-08-27",NA,1523,NA,NA
"746","2015-08-28",NA,1522,NA,NA
"747","2015-08-29",NA,1523,NA,NA
"748","2015-08-30",NA,1526,NA,NA
"749","2015-08-31",NA,1527,NA,NA
"750","2015-09-01",NA,1527,NA,NA
"751","2015-09-02",NA,1527,NA,NA
"752","2015-09-03",NA,1529,NA,NA
"753","2015-09-04",NA,1529,NA,NA
"754","2015-09-05",NA,1529,NA,NA
"755","2015-09-06",NA,1531,NA,NA
"756","2015-09-07",NA,1531,NA,NA
"757","2015-09-08",NA,1531,NA,NA
"758","2015-09-09",NA,1533,NA,NA
"759","2015-09-10",NA,1533,NA,NA
"760","2015-09-11",NA,1535,NA,NA
"761","2015-09-12",NA,1540,NA,NA
"762","2015-09-13",NA,1540,NA,NA
"763","2015-09-14",NA,1541,NA,NA
"764","2015-09-15",NA,1539,NA,NA
"765","2015-09-16",NA,1541,NA,NA
"766","2015-09-17",NA,1542,NA,NA
"767","2015-09-18",NA,1544,NA,NA
"768","2015-09-19",NA,1544,NA,NA
"769","2015-09-20",NA,1545,NA,NA
"770","2015-09-21",NA,1546,NA,NA
"771","2015-09-22",NA,1547,NA,NA
"772","2015-09-23",NA,1547,NA,NA
"773","2015-09-24",NA,1548,NA,NA
"774","2015-09-25",NA,1548,NA,NA
"775","2015-09-26",NA,1548,NA,NA
"776","2015-09-27",NA,1548,NA,NA
"777","2015-09-28",NA,1547,NA,NA
"778","2015-09-29",NA,1548,NA,NA
"779","2015-09-30",NA,1548,NA,NA
"780","2015-10-01",NA,1549,NA,NA
"781","2015-10-02",NA,1549,NA,NA
"782","2015-10-03",NA,1549,NA,NA
"783","2015-10-04",NA,1549,NA,NA
"784","2015-10-05",NA,1550,NA,NA
"785","2015-10-06",NA,1557,NA,NA
"786","2015-10-07",NA,1559,NA,NA
"787","2015-10-08",NA,1559,NA,NA
"788","2015-10-09",NA,1559,NA,NA
"789","2015-10-10",NA,1560,NA,NA
"790","2015-10-11",NA,1560,NA,NA
"791","2015-10-12",NA,1563,NA,NA
"792","2015-10-13",NA,1564,NA,NA
"793","2015-10-14",NA,1566,NA,NA
"794","2015-10-15",NA,1565,NA,NA
"795","2015-10-16",NA,1564,NA,NA
"796","2015-10-17",NA,1565,NA,NA
"797","2015-10-18",NA,1565,NA,NA
"798","2015-10-19",NA,1566,NA,NA
"799","2015-10-20",NA,1566,NA,NA
"800","2015-10-21",NA,1569,NA,NA
"801","2015-10-22",NA,1569,NA,NA
"802","2015-10-23",NA,1569,NA,NA
"803","2015-10-24",NA,1570,NA,NA
"804","2015-10-25",NA,1571,NA,NA
"805","2015-10-26",NA,1574,NA,NA
"806","2015-10-27",NA,1573,NA,NA
"807","2015-10-28",NA,1573,NA,NA
"808","2015-10-29",NA,1574,NA,NA
"809","2015-10-30",NA,1574,NA,NA
"810","2015-10-31",NA,1575,NA,NA
"811","2015-11-01",NA,1576,NA,NA
"812","2015-11-02",NA,1577,NA,NA
"813","2015-11-03",NA,1579,NA,NA
"814","2015-11-04",NA,1581,NA,NA
"815","2015-11-05",NA,1581,NA,NA
"816","2015-11-06",NA,1583,NA,NA
"817","2015-11-07",NA,1584,NA,NA
"818","2015-11-08",NA,1585,NA,NA
"819","2015-11-09",NA,1586,NA,NA
"820","2015-11-10",NA,1586,NA,NA
"821","2015-11-11",NA,1588,NA,NA
"822","2015-11-12",NA,1589,NA,NA
"823","2015-11-13",NA,1590,NA,NA
"824","2015-11-14",NA,1591,NA,NA
"825","2015-11-15",NA,1590,NA,NA
"826","2015-11-16",NA,1591,NA,NA
"827","2015-11-17",NA,1591,NA,NA
"828","2015-11-18",NA,1593,NA,NA
"829","2015-11-19",NA,1591,NA,NA
"830","2015-11-20",NA,1591,NA,NA
"831","2015-11-21",NA,1591,NA,NA
"832","2015-11-22",NA,1590,NA,NA
"833","2015-11-23",NA,1591,NA,NA
"834","2015-11-24",NA,1591,NA,NA
"835","2015-11-25",NA,1591,NA,NA
"836","2015-11-26",NA,1598,NA,NA
"837","2015-11-27",NA,1599,NA,NA
"838","2015-11-28",NA,1601,NA,NA
"839","2015-11-29",NA,1618,NA,NA
"840","2015-11-30",NA,1621,NA,NA
"841","2015-12-01",NA,1626,NA,NA
"842","2015-12-02",NA,1633,NA,NA
"843","2015-12-03",NA,1634,NA,NA
"844","2015-12-04",NA,1637,NA,NA
"845","2015-12-05",NA,1639,NA,NA
"846","2015-12-06",NA,1639,NA,NA
"847","2015-12-07",NA,1641,NA,NA
"848","2015-12-08",NA,1641,NA,NA
"849","2015-12-09",NA,1642,NA,NA
"850","2015-12-10",NA,1642,NA,NA
"851","2015-12-11",NA,1642,NA,NA
"852","2015-12-12",NA,1642,NA,NA
"853","2015-12-13",NA,1647,NA,NA
"854","2015-12-14",NA,1640,NA,NA
"855","2015-12-15",NA,1637,NA,NA
"856","2015-12-16",NA,1631,NA,NA
"857","2015-12-17",NA,1628,NA,NA
"858","2015-12-18",NA,1627,NA,NA
"859","2015-12-19",NA,1625,NA,NA
"860","2015-12-20",NA,1620,NA,NA
"861","2015-12-21",NA,1615,NA,NA
"862","2015-12-22",NA,1610,NA,NA
"863","2015-12-23",NA,1607,NA,NA
"864","2015-12-24",NA,1602,NA,NA
"865","2015-12-25",NA,1597,NA,NA
"866","2015-12-26",NA,1594,NA,NA
"867","2015-12-27",NA,1597,NA,NA
"868","2015-12-28",NA,1600,NA,NA
"869","2015-12-29",NA,1595,NA,NA
"870","2015-12-30",NA,1591,NA,NA
"871","2015-12-31",NA,1587,NA,NA
"872","2016-01-01",NA,1585,NA,NA
"873","2016-01-02",NA,1586,NA,NA
"874","2016-01-03",NA,1579,NA,NA
"875","2016-01-04",NA,1578,NA,NA
"876","2016-01-05",NA,1577,NA,NA
"877","2016-01-06",NA,1576,NA,NA
"878","2016-01-07",NA,1576,NA,NA
"879","2016-01-08",NA,1576,NA,NA
"880","2016-01-09",NA,1577,NA,NA
"881","2016-01-10",NA,1576,NA,NA
"882","2016-01-11",NA,1579,NA,NA
"883","2016-01-12",NA,1580,NA,NA
"884","2016-01-13",NA,1580,NA,NA
"885","2016-01-14",NA,1578,NA,NA
"886","2016-01-15",NA,1579,NA,NA
"887","2016-01-16",NA,1582,NA,NA
"888","2016-01-17",NA,1581,NA,NA
"889","2016-01-18",NA,1583,NA,NA
"890","2016-01-19",NA,1588,NA,NA
"891","2016-01-20",NA,1590,NA,NA
"892","2016-01-21",NA,1591,NA,NA
"893","2016-01-22",NA,1590,NA,NA
"894","2016-01-23",NA,1592,NA,NA
"895","2016-01-24",NA,1592,NA,NA
"896","2016-01-25",NA,1590,NA,NA
"897","2016-01-26",NA,1589,NA,NA
"898","2016-01-27",NA,1588,NA,NA
"899","2016-01-28",NA,1616,NA,NA
"900","2016-01-29",NA,1643,NA,NA
"901","2016-01-30",NA,1650,NA,NA
"902","2016-01-31",NA,1652,NA,NA
"903","2016-02-01",NA,1656,NA,NA
"904","2016-02-02",NA,1659,NA,NA
"905","2016-02-03",NA,1659,NA,NA
"906","2016-02-04",NA,1660,NA,NA
"907","2016-02-05",NA,1660,NA,NA
"908","2016-02-06",NA,1660,NA,NA
"909","2016-02-07",NA,1661,NA,NA
"910","2016-02-08",NA,1660,NA,NA
"911","2016-02-09",NA,1662,NA,NA
"912","2016-02-10",NA,1662,NA,NA
"913","2016-02-11",NA,1663,NA,NA
"914","2016-02-12",NA,1659,NA,NA
"915","2016-02-13",NA,1658,NA,NA
"916","2016-02-14",NA,1658,NA,NA
"917","2016-02-15",NA,1657,NA,NA
"918","2016-02-16",NA,1658,NA,NA
"919","2016-02-17",NA,1659,NA,NA
"920","2016-02-18",NA,1659,NA,NA
"921","2016-02-19",NA,1660,NA,NA
"922","2016-02-20",NA,1662,NA,NA
"923","2016-02-21",NA,1664,NA,NA
"924","2016-02-22",NA,1665,NA,NA
"925","2016-02-23",NA,1664,NA,NA
"926","2016-02-24",NA,1664,NA,NA
"927","2016-02-25",NA,1663,NA,NA
"928","2016-02-26",NA,1663,NA,NA
"929","2016-02-27",NA,1663,NA,NA
"930","2016-02-28",NA,1667,NA,NA
"931","2016-02-29",NA,1667,NA,NA
"932","2016-03-01",NA,1670,NA,NA
"933","2016-03-02",NA,1672,NA,NA
"934","2016-03-03",NA,1679,NA,NA
"935","2016-03-04",NA,1680,NA,NA
"936","2016-03-05",NA,1681,NA,NA
"937","2016-03-06",NA,1683,NA,NA
"938","2016-03-07",NA,1684,NA,NA
"939","2016-03-08",NA,1683,NA,NA
"940","2016-03-09",NA,1683,NA,NA
"941","2016-03-10",NA,1684,NA,NA
"942","2016-03-11",NA,1714,NA,NA
"943","2016-03-12",NA,1715,NA,NA
"944","2016-03-13",NA,1717,NA,NA
"945","2016-03-14",NA,1718,NA,NA
"946","2016-03-15",NA,1719,NA,NA
"947","2016-03-16",NA,1720,NA,NA
"948","2016-03-17",NA,1724,NA,NA
"949","2016-03-18",NA,1723,NA,NA
"950","2016-03-19",NA,1724,NA,NA
"951","2016-03-20",NA,1723,NA,NA
"952","2016-03-21",NA,1721,NA,NA
"953","2016-03-22",NA,1720,NA,NA
"954","2016-03-23",NA,1717,NA,NA
"955","2016-03-24",NA,1716,NA,NA
"956","2016-03-25",NA,1718,NA,NA
"957","2016-03-26",NA,1718,NA,NA
"958","2016-03-27",NA,1719,NA,NA
"959","2016-03-28",NA,1722,NA,NA
"960","2016-03-29",NA,1722,NA,NA
"961","2016-03-30",NA,1723,NA,NA
"962","2016-03-31",NA,1724,NA,NA
"963","2016-04-01",NA,1726,NA,NA
"964","2016-04-02",NA,1723,NA,NA
"965","2016-04-03",NA,1723,NA,NA
"966","2016-04-04",NA,1723,NA,NA
"967","2016-04-05",NA,1724,NA,NA
"968","2016-04-06",NA,1725,NA,NA
"969","2016-04-07",NA,1725,NA,NA
"970","2016-04-08",NA,1724,NA,NA
"971","2016-04-09",NA,1723,NA,NA
"972","2016-04-10",NA,1721,NA,NA
"973","2016-04-11",NA,1721,NA,NA
"974","2016-04-12",NA,1722,NA,NA
"975","2016-04-13",NA,1722,NA,NA
"976","2016-04-14",NA,1722,NA,NA
"977","2016-04-15",NA,1719,NA,NA
"978","2016-04-16",NA,1717,NA,NA
"979","2016-04-17",NA,1716,NA,NA
"980","2016-04-18",NA,1717,NA,NA
"981","2016-04-19",NA,1716,NA,NA
"982","2016-04-20",NA,1718,NA,NA
"983","2016-04-21",NA,1722,NA,NA
"984","2016-04-22",NA,1815,NA,NA
"985","2016-04-23",NA,1841,NA,NA
"986","2016-04-24",NA,1842,NA,NA
"987","2016-04-25",NA,1844,NA,NA
"988","2016-04-26",NA,1845,NA,NA
"989","2016-04-27",NA,1846,NA,NA
"990","2016-04-28",NA,1845,NA,NA
"991","2016-04-29",NA,1845,NA,NA
"992","2016-04-30",NA,1846,NA,NA
"993","2016-05-01",NA,1847,NA,NA
"994","2016-05-02",NA,1849,NA,NA
"995","2016-05-03",NA,1849,NA,NA
"996","2016-05-04",NA,1849,NA,NA
"997","2016-05-05",NA,1851,NA,NA
"998","2016-05-06",NA,1852,NA,NA
"999","2016-05-07",NA,1852,NA,NA
"1000","2016-05-08",NA,1852,NA,NA
"1001","2016-05-09",NA,1853,NA,NA
"1002","2016-05-10",NA,1854,NA,NA
"1003","2016-05-11",NA,1855,NA,NA
"1004","2016-05-12",NA,1854,NA,NA
"1005","2016-05-13",NA,1859,NA,NA
"1006","2016-05-14",NA,1863,NA,NA
"1007","2016-05-15",NA,1862,NA,NA
"1008","2016-05-16",NA,1867,NA,NA
"1009","2016-05-17",NA,1868,NA,NA
"1010","2016-05-18",NA,1875,NA,NA
"1011","2016-05-19",NA,1877,NA,NA
"1012","2016-05-20",NA,1877,NA,NA
"1013","2016-05-21",NA,1878,NA,NA
"1014","2016-05-22",NA,1879,NA,NA
"1015","2016-05-23",NA,1882,NA,NA
"1016","2016-05-24",NA,1885,NA,NA
"1017","2016-05-25",NA,1887,NA,NA
"1018","2016-05-26",NA,1889,NA,NA
"1019","2016-05-27",NA,1890,NA,NA
"1020","2016-05-28",NA,1890,NA,NA
"1021","2016-05-29",NA,1892,NA,NA
"1022","2016-05-30",NA,1893,NA,NA
"1023","2016-05-31",NA,1891,NA,NA
"1024","2016-06-01",NA,1895,NA,NA
"1025","2016-06-02",NA,1898,NA,NA
"1026","2016-06-03",NA,1898,NA,NA
"1027","2016-06-04",NA,1898,NA,NA
"1028","2016-06-05",NA,1910,NA,NA
"1029","2016-06-06",NA,1914,NA,NA
"1030","2016-06-07",NA,1913,NA,NA
"1031","2016-06-08",NA,1913,NA,NA
"1032","2016-06-09",NA,1915,NA,NA
"1033","2016-06-10",NA,1917,NA,NA
"1034","2016-06-11",NA,1920,NA,NA
"1035","2016-06-12",NA,1921,NA,NA
"1036","2016-06-13",NA,1922,NA,NA
"1037","2016-06-14",NA,1921,NA,NA
"1038","2016-06-15",NA,1921,NA,NA
"1039","2016-06-16",NA,1921,NA,NA
"1040","2016-06-17",NA,1921,NA,NA
"1041","2016-06-18",NA,1922,NA,NA
"1042","2016-06-19",NA,1924,NA,NA
"1043","2016-06-20",NA,1928,NA,NA
"1044","2016-06-21",NA,1927,NA,NA
"1045","2016-06-22",NA,1927,NA,NA
"1046","2016-06-23",NA,1928,NA,NA
"1047","2016-06-24",NA,1940,NA,NA
"1048","2016-06-25",NA,1941,NA,NA
"1049","2016-06-26",NA,1947,NA,NA
"1050","2016-06-27",NA,1947,NA,NA
"1051","2016-06-28",NA,1947,NA,NA
"1052","2016-06-29",NA,1946,NA,NA
"1053","2016-06-30",NA,1945,NA,NA
"1054","2016-07-01",NA,1944,NA,NA
"1055","2016-07-02",NA,1943,NA,NA
"1056","2016-07-03",NA,1942,NA,NA
"1057","2016-07-04",NA,1941,NA,NA
"1058","2016-07-05",NA,1944,NA,NA
"1059","2016-07-06",NA,1944,NA,NA
"1060","2016-07-07",NA,1943,NA,NA
"1061","2016-07-08",NA,1943,NA,NA
"1062","2016-07-09",NA,1942,NA,NA
"1063","2016-07-10",NA,1944,NA,NA
"1064","2016-07-11",NA,1947,NA,NA
"1065","2016-07-12",NA,1947,NA,NA
"1066","2016-07-13",NA,1947,NA,NA
"1067","2016-07-14",NA,1948,NA,NA
"1068","2016-07-15",NA,1948,NA,NA
"1069","2016-07-16",NA,1947,NA,NA
"1070","2016-07-17",NA,1949,NA,NA
"1071","2016-07-18",NA,1952,NA,NA
"1072","2016-07-19",NA,1966,NA,NA
"1073","2016-07-20",NA,1969,NA,NA
"1074","2016-07-21",NA,1969,NA,NA
"1075","2016-07-22",NA,1968,NA,NA
"1076","2016-07-23",NA,1970,NA,NA
"1077","2016-07-24",NA,1971,NA,NA
"1078","2016-07-25",NA,1971,NA,NA
"1079","2016-07-26",NA,1974,NA,NA
"1080","2016-07-27",NA,1973,NA,NA
"1081","2016-07-28",NA,2052,NA,NA
"1082","2016-07-29",NA,2080,NA,NA
"1083","2016-07-30",NA,2094,NA,NA
"1084","2016-07-31",NA,2100,NA,NA
"1085","2016-08-01",NA,2104,NA,NA
"1086","2016-08-02",NA,2104,NA,NA
"1087","2016-08-03",NA,2105,NA,NA
"1088","2016-08-04",NA,2105,NA,NA
"1089","2016-08-05",NA,2105,NA,NA
"1090","2016-08-06",NA,2105,NA,NA
"1091","2016-08-07",NA,2105,NA,NA
"1092","2016-08-08",NA,2107,NA,NA
"1093","2016-08-09",NA,2107,NA,NA
"1094","2016-08-10",NA,2108,NA,NA
"1095","2016-08-11",NA,2110,NA,NA
"1096","2016-08-12",NA,2111,NA,NA
"1097","2016-08-13",NA,2111,NA,NA
"1098","2016-08-14",NA,2110,NA,NA
"1099","2016-08-15",NA,2108,NA,NA
"1100","2016-08-16",NA,2110,NA,NA
"1101","2016-08-17",NA,2111,NA,NA
"1102","2016-08-18",NA,2111,NA,NA
"1103","2016-08-19",NA,2115,NA,NA
"1104","2016-08-20",NA,2115,NA,NA
"1105","2016-08-21",NA,2121,NA,NA
"1106","2016-08-22",NA,2120,NA,NA
"1107","2016-08-23",NA,2123,NA,NA
"1108","2016-08-24",NA,2124,NA,NA
"1109","2016-08-25",NA,2127,NA,NA
"1110","2016-08-26",NA,2125,NA,NA
"1111","2016-08-27",NA,2125,NA,NA
"1112","2016-08-28",NA,2126,NA,NA
"1113","2016-08-29",NA,2127,NA,NA
"1114","2016-08-30",NA,2125,NA,NA
"1115","2016-08-31",NA,2124,NA,NA
"1116","2016-09-01",NA,2125,NA,NA
"1117","2016-09-02",NA,2126,NA,NA
"1118","2016-09-03",NA,2128,NA,NA
"1119","2016-09-04",NA,2131,NA,NA
"1120","2016-09-05",NA,2130,NA,NA
"1121","2016-09-06",NA,2130,NA,NA
"1122","2016-09-07",NA,2133,NA,NA
"1123","2016-09-08",NA,2133,NA,NA
"1124","2016-09-09",NA,2134,NA,NA
"1125","2016-09-10",NA,2137,NA,NA
"1126","2016-09-11",NA,2155,NA,NA
"1127","2016-09-12",NA,2156,NA,NA
"1128","2016-09-13",NA,2155,NA,NA
"1129","2016-09-14",NA,2158,NA,NA
"1130","2016-09-15",NA,2156,NA,NA
"1131","2016-09-16",NA,2156,NA,NA
"1132","2016-09-17",NA,2159,NA,NA
"1133","2016-09-18",NA,2156,NA,NA
"1134","2016-09-19",NA,2153,NA,NA
"1135","2016-09-20",NA,2154,NA,NA
"1136","2016-09-21",NA,2155,NA,NA
"1137","2016-09-22",NA,2155,NA,NA
"1138","2016-09-23",NA,2157,NA,NA
"1139","2016-09-24",NA,2158,NA,NA
"1140","2016-09-25",NA,2158,NA,NA
"1141","2016-09-26",NA,2158,NA,NA
"1142","2016-09-27",NA,2158,NA,NA
"1143","2016-09-28",NA,2157,NA,NA
"1144","2016-09-29",NA,2159,NA,NA
"1145","2016-09-30",NA,2160,NA,NA
"1146","2016-10-01",NA,2160,NA,NA
"1147","2016-10-02",NA,2159,NA,NA
"1148","2016-10-03",NA,2163,NA,NA
"1149","2016-10-04",NA,2163,NA,NA
"1150","2016-10-05",NA,2164,NA,NA
"1151","2016-10-06",NA,2165,NA,NA
"1152","2016-10-07",NA,2174,NA,NA
"1153","2016-10-08",NA,2182,NA,NA
"1154","2016-10-09",NA,2185,NA,NA
"1155","2016-10-10",NA,2186,NA,NA
"1156","2016-10-11",NA,2187,NA,NA
"1157","2016-10-12",NA,2192,NA,NA
"1158","2016-10-13",NA,2193,NA,NA
"1159","2016-10-14",NA,2193,NA,NA
"1160","2016-10-15",NA,2194,NA,NA
"1161","2016-10-16",NA,2194,NA,NA
"1162","2016-10-17",NA,2194,NA,NA
"1163","2016-10-18",NA,2194,NA,NA
"1164","2016-10-19",NA,2194,NA,NA
"1165","2016-10-20",NA,2194,NA,NA
"1166","2016-10-21",NA,2194,NA,NA
"1167","2016-10-22",NA,2194,NA,NA
"1168","2016-10-23",NA,2197,NA,NA
"1169","2016-10-24",NA,2197,NA,NA
"1170","2016-10-25",NA,2197,NA,NA
"1171","2016-10-26",NA,2197,NA,NA
"1172","2016-10-27",NA,2197,NA,NA
"1173","2016-10-28",NA,2197,NA,NA
"1174","2016-10-29",NA,2197,NA,NA
"1175","2016-10-30",NA,2197,NA,NA
"1176","2016-10-31",NA,2197,NA,NA
"1177","2016-11-01",NA,2197,NA,NA
"1178","2016-11-02",NA,2197,NA,NA
"1179","2016-11-03",NA,2197,NA,NA
"1180","2016-11-04",NA,2197,NA,NA
"1181","2016-11-05",NA,2197,NA,NA
"1182","2016-11-06",NA,2206,NA,NA
"1183","2016-11-07",NA,2206,NA,NA
"1184","2016-11-08",NA,2206,NA,NA
"1185","2016-11-09",NA,2208,NA,NA
"1186","2016-11-10",NA,2209,NA,NA
"1187","2016-11-11",NA,2209,NA,NA
"1188","2016-11-12",NA,2210,NA,NA
"1189","2016-11-13",NA,2212,NA,NA
"1190","2016-11-14",NA,2214,NA,NA
"1191","2016-11-15",NA,2213,NA,NA
"1192","2016-11-16",NA,2213,NA,NA
"1193","2016-11-17",NA,2214,NA,NA
"1194","2016-11-18",NA,2213,NA,NA
"1195","2016-11-19",NA,2212,NA,NA
"1196","2016-11-20",NA,2212,NA,NA
"1197","2016-11-21",NA,2213,NA,NA
"1198","2016-11-22",NA,2214,NA,NA
"1199","2016-11-23",NA,2216,NA,NA
"1200","2016-11-24",NA,2215,NA,NA
"1201","2016-11-25",NA,2214,NA,NA
"1202","2016-11-26",NA,2214,NA,NA
"1203","2016-11-27",NA,2213,NA,NA
"1204","2016-11-28",NA,2213,NA,NA
"1205","2016-11-29",NA,2213,NA,NA
"1206","2016-11-30",NA,2213,NA,NA
"1207","2016-12-01",NA,2213,NA,NA
"1208","2016-12-02",NA,2213,NA,NA
"1209","2016-12-03",NA,2215,NA,NA
"1210","2016-12-04",NA,2217,NA,NA
"1211","2016-12-05",NA,2217,NA,NA
"1212","2016-12-06",NA,2217,NA,NA
"1213","2016-12-07",NA,2217,NA,NA
"1214","2016-12-08",NA,2217,NA,NA
"1215","2016-12-09",NA,2217,NA,NA
"1216","2016-12-10",NA,2217,NA,NA
"1217","2016-12-11",NA,2217,NA,NA
"1218","2016-12-12",NA,2217,NA,NA
"1219","2016-12-13",NA,2217,NA,NA
"1220","2016-12-14",NA,2217,NA,NA
"1221","2016-12-15",NA,2217,NA,NA
"1222","2016-12-16",NA,2217,NA,NA
"1223","2016-12-17",NA,2217,NA,NA
"1224","2016-12-18",NA,2217,NA,NA
"1225","2016-12-19",NA,2217,NA,NA
"1226","2016-12-20",NA,2217,NA,NA
"1227","2016-12-21",NA,2217,NA,NA
"1228","2016-12-22",NA,2217,NA,NA
"1229","2016-12-23",NA,2217,NA,NA
"1230","2016-12-24",NA,2217,NA,NA
"1231","2016-12-25",NA,2217,NA,NA
"1232","2016-12-26",NA,2217,NA,NA
"1233","2016-12-27",NA,2217,NA,NA
"1234","2016-12-28",NA,2217,NA,NA
"1235","2016-12-29",NA,2224,NA,NA
"1236","2016-12-30",NA,2224,NA,NA
"1237","2016-12-31",NA,2224,NA,NA
"1238","2017-01-01",NA,2225,NA,NA
"1239","2017-01-02",NA,2244,NA,NA
"1240","2017-01-03",NA,2246,NA,NA
"1241","2017-01-04",NA,2245,NA,NA
"1242","2017-01-05",NA,2247,NA,NA
"1243","2017-01-06",NA,2250,NA,NA
"1244","2017-01-07",NA,2251,NA,NA
"1245","2017-01-08",NA,2256,NA,NA
"1246","2017-01-09",NA,2255,NA,NA
"1247","2017-01-10",NA,2258,NA,NA
"1248","2017-01-11",NA,2258,NA,NA
"1249","2017-01-12",NA,2260,NA,NA
"1250","2017-01-13",NA,2261,NA,NA
"1251","2017-01-14",NA,2261,NA,NA
"1252","2017-01-15",NA,2262,NA,NA
"1253","2017-01-16",NA,2263,NA,NA
"1254","2017-01-17",NA,2266,NA,NA
"1255","2017-01-18",NA,2268,NA,NA
"1256","2017-01-19",NA,2270,NA,NA
"1257","2017-01-20",NA,2275,NA,NA
"1258","2017-01-21",NA,2274,NA,NA
"1259","2017-01-22",NA,2273,NA,NA
"1260","2017-01-23",NA,2271,NA,NA
"1261","2017-01-24",NA,2273,NA,NA
"1262","2017-01-25",NA,2272,NA,NA
"1263","2017-01-26",NA,2272,NA,NA
"1264","2017-01-27",NA,2273,NA,NA
"1265","2017-01-28",NA,2275,NA,NA
"1266","2017-01-29",NA,2275,NA,NA
"1267","2017-01-30",NA,2272,NA,NA
"1268","2017-01-31",NA,2272,NA,NA
"1269","2017-02-01",NA,2279,NA,NA
"1270","2017-02-02",NA,2297,NA,NA
"1271","2017-02-03",NA,2301,NA,NA
"1272","2017-02-04",NA,2302,NA,NA
"1273","2017-02-05",NA,2305,NA,NA
"1274","2017-02-06",NA,2306,NA,NA
"1275","2017-02-07",NA,2308,NA,NA
