"","Date","Date_MY","Comments","Users","Posts","Total","Nonagricultural.wage.and.salary","Nonagricultural.self.employment","Employed.part.time"
"2392","2020-02-29","2020-2",408,98297,54,"158,866","147,467","8,933","27,848"
"2393","2020-03-01","2020-3",398,98540,84,"155,599","144,441","8,805","26,651"
"2394","2020-03-02","2020-3",339,98686,48,"155,599","144,441","8,805","26,651"
"2395","2020-03-03","2020-3",410,98851,65,"155,599","144,441","8,805","26,651"
"2396","2020-03-04","2020-3",331,99070,64,"155,599","144,441","8,805","26,651"
"2397","2020-03-05","2020-3",461,99292,57,"155,599","144,441","8,805","26,651"
"2398","2020-03-06","2020-3",315,99509,43,"155,599","144,441","8,805","26,651"
"2399","2020-03-07","2020-3",282,99814,48,"155,599","144,441","8,805","26,651"
"2400","2020-03-08","2020-3",326,100099,55,"155,599","144,441","8,805","26,651"
"2401","2020-03-09","2020-3",379,100333,57,"155,599","144,441","8,805","26,651"
"2402","2020-03-10","2020-3",387,100542,47,"155,599","144,441","8,805","26,651"
"2403","2020-03-11","2020-3",313,100808,52,"155,599","144,441","8,805","26,651"
"2404","2020-03-12","2020-3",127,101006,30,"155,599","144,441","8,805","26,651"
"2405","2020-03-13","2020-3",290,101253,41,"155,599","144,441","8,805","26,651"
"2406","2020-03-14","2020-3",387,101692,38,"155,599","144,441","8,805","26,651"
"2407","2020-03-15","2020-3",369,101878,45,"155,599","144,441","8,805","26,651"
"2408","2020-03-16","2020-3",358,102162,56,"155,599","144,441","8,805","26,651"
"2409","2020-03-17","2020-3",437,102402,65,"155,599","144,441","8,805","26,651"
"2410","2020-03-18","2020-3",NA,102831,NA,"155,599","144,441","8,805","26,651"
"2411","2020-03-19","2020-3",417,103381,70,"155,599","144,441","8,805","26,651"
"2412","2020-03-20","2020-3",301,103998,67,"155,599","144,441","8,805","26,651"
"2413","2020-03-21","2020-3",NA,104283,NA,"155,599","144,441","8,805","26,651"
"2414","2020-03-22","2020-3",282,104427,42,"155,599","144,441","8,805","26,651"
"2415","2020-03-23","2020-3",188,104700,47,"155,599","144,441","8,805","26,651"
"2416","2020-03-24","2020-3",343,104917,56,"155,599","144,441","8,805","26,651"
"2417","2020-03-25","2020-3",296,105211,59,"155,599","144,441","8,805","26,651"
"2418","2020-03-26","2020-3",307,105395,45,"155,599","144,441","8,805","26,651"
"2419","2020-03-27","2020-3",301,105579,31,"155,599","144,441","8,805","26,651"
"2420","2020-03-28","2020-3",719,106591,34,"155,599","144,441","8,805","26,651"
"2421","2020-03-29","2020-3",943,106735,45,"155,599","144,441","8,805","26,651"
"2422","2020-03-30","2020-3",369,106923,48,"155,599","144,441","8,805","26,651"
"2423","2020-03-31","2020-3",446,107046,46,"155,599","144,441","8,805","26,651"
"2424","2020-04-01","2020-4",374,107170,50,"133,320","123,425","7,540","19,292"
"2425","2020-04-02","2020-4",396,107336,37,"133,320","123,425","7,540","19,292"
"2426","2020-04-03","2020-4",322,107568,41,"133,320","123,425","7,540","19,292"
"2427","2020-04-04","2020-4",NA,107742,NA,"133,320","123,425","7,540","19,292"
"2428","2020-04-05","2020-4",133,107876,30,"133,320","123,425","7,540","19,292"
"2429","2020-04-06","2020-4",242,108093,38,"133,320","123,425","7,540","19,292"
"2430","2020-04-07","2020-4",199,108239,31,"133,320","123,425","7,540","19,292"
"2431","2020-04-08","2020-4",280,108434,41,"133,320","123,425","7,540","19,292"
"2432","2020-04-09","2020-4",376,108664,36,"133,320","123,425","7,540","19,292"
"2433","2020-04-10","2020-4",295,108832,40,"133,320","123,425","7,540","19,292"
"2434","2020-04-11","2020-4",182,108989,44,"133,320","123,425","7,540","19,292"
"2435","2020-04-12","2020-4",162,109216,36,"133,320","123,425","7,540","19,292"
"2436","2020-04-13","2020-4",285,109514,40,"133,320","123,425","7,540","19,292"
"2437","2020-04-14","2020-4",264,109701,36,"133,320","123,425","7,540","19,292"
"2438","2020-04-15","2020-4",289,109850,29,"133,320","123,425","7,540","19,292"
"2439","2020-04-16","2020-4",273,110049,53,"133,320","123,425","7,540","19,292"
"2440","2020-04-17","2020-4",344,110209,64,"133,320","123,425","7,540","19,292"
"2441","2020-04-18","2020-4",254,110415,46,"133,320","123,425","7,540","19,292"
"2442","2020-04-19","2020-4",342,110561,41,"133,320","123,425","7,540","19,292"
"2443","2020-04-20","2020-4",280,110695,38,"133,320","123,425","7,540","19,292"
"2444","2020-04-21","2020-4",332,110792,45,"133,320","123,425","7,540","19,292"
"2445","2020-04-22","2020-4",337,110977,56,"133,320","123,425","7,540","19,292"
"2446","2020-04-23","2020-4",244,111118,42,"133,320","123,425","7,540","19,292"
"2447","2020-04-24","2020-4",162,111301,33,"133,320","123,425","7,540","19,292"
"2448","2020-04-25","2020-4",247,111445,40,"133,320","123,425","7,540","19,292"
"2449","2020-04-26","2020-4",369,111588,37,"133,320","123,425","7,540","19,292"
"2450","2020-04-27","2020-4",256,111773,49,"133,320","123,425","7,540","19,292"
"2451","2020-04-28","2020-4",338,111915,41,"133,320","123,425","7,540","19,292"
"2452","2020-04-29","2020-4",306,112094,54,"133,320","123,425","7,540","19,292"
"2453","2020-04-30","2020-4",254,112461,40,"133,320","123,425","7,540","19,292"
"2454","2020-05-01","2020-5",239,112731,41,"137,182","126,966","7,919","20,841"
"2455","2020-05-02","2020-5",263,112944,46,"137,182","126,966","7,919","20,841"
"2456","2020-05-03","2020-5",234,113084,45,"137,182","126,966","7,919","20,841"
"2457","2020-05-04","2020-5",271,113289,57,"137,182","126,966","7,919","20,841"
"2458","2020-05-05","2020-5",271,113542,48,"137,182","126,966","7,919","20,841"
"2459","2020-05-06","2020-5",333,113886,49,"137,182","126,966","7,919","20,841"
"2460","2020-05-07","2020-5",293,114087,37,"137,182","126,966","7,919","20,841"
"2461","2020-05-08","2020-5",393,114223,37,"137,182","126,966","7,919","20,841"
"2462","2020-05-09","2020-5",343,114412,27,"137,182","126,966","7,919","20,841"
"2463","2020-05-10","2020-5",394,114744,51,"137,182","126,966","7,919","20,841"
"2464","2020-05-11","2020-5",379,114908,53,"137,182","126,966","7,919","20,841"
"2465","2020-05-12","2020-5",443,115091,48,"137,182","126,966","7,919","20,841"
"2466","2020-05-13","2020-5",271,115228,48,"137,182","126,966","7,919","20,841"
"2467","2020-05-14","2020-5",330,115572,37,"137,182","126,966","7,919","20,841"
"2468","2020-05-15","2020-5",338,115813,30,"137,182","126,966","7,919","20,841"
"2469","2020-05-16","2020-5",351,116090,38,"137,182","126,966","7,919","20,841"
"2470","2020-05-17","2020-5",259,116233,33,"137,182","126,966","7,919","20,841"
"2471","2020-05-18","2020-5",322,116868,47,"137,182","126,966","7,919","20,841"
"2472","2020-05-19","2020-5",516,117274,48,"137,182","126,966","7,919","20,841"
"2473","2020-05-20","2020-5",341,117440,40,"137,182","126,966","7,919","20,841"
"2474","2020-05-21","2020-5",NA,117854,NA,"137,182","126,966","7,919","20,841"
"2475","2020-05-22","2020-5",255,118083,52,"137,182","126,966","7,919","20,841"
"2476","2020-05-23","2020-5",194,118347,27,"137,182","126,966","7,919","20,841"
"2477","2020-05-24","2020-5",278,118615,45,"137,182","126,966","7,919","20,841"
"2478","2020-05-25","2020-5",365,118837,36,"137,182","126,966","7,919","20,841"
"2479","2020-05-26","2020-5",346,119035,45,"137,182","126,966","7,919","20,841"
"2480","2020-05-27","2020-5",385,119252,41,"137,182","126,966","7,919","20,841"
"2481","2020-05-28","2020-5",331,119409,39,"137,182","126,966","7,919","20,841"
"2482","2020-05-29","2020-5",211,119531,35,"137,182","126,966","7,919","20,841"
"2483","2020-05-30","2020-5",352,119785,32,"137,182","126,966","7,919","20,841"
"2484","2020-05-31","2020-5",205,119878,25,"137,182","126,966","7,919","20,841"
"2485","2020-06-01","2020-6",188,119979,26,"142,218","131,470","8,321","22,950"
"2486","2020-06-02","2020-6",232,120207,43,"142,218","131,470","8,321","22,950"
"2487","2020-06-03","2020-6",382,122036,38,"142,218","131,470","8,321","22,950"
"2488","2020-06-04","2020-6",581,123448,54,"142,218","131,470","8,321","22,950"
"2489","2020-06-05","2020-6",275,123787,40,"142,218","131,470","8,321","22,950"
"2490","2020-06-06","2020-6",327,123958,38,"142,218","131,470","8,321","22,950"
"2491","2020-06-07","2020-6",326,124185,42,"142,218","131,470","8,321","22,950"
"2492","2020-06-08","2020-6",348,124371,41,"142,218","131,470","8,321","22,950"
"2493","2020-06-09","2020-6",254,125120,40,"142,218","131,470","8,321","22,950"
"2494","2020-06-10","2020-6",365,125476,37,"142,218","131,470","8,321","22,950"
"2495","2020-06-11","2020-6",277,125898,48,"142,218","131,470","8,321","22,950"
"2496","2020-06-12","2020-6",286,126043,46,"142,218","131,470","8,321","22,950"
"2497","2020-06-13","2020-6",233,126269,27,"142,218","131,470","8,321","22,950"
"2498","2020-06-14","2020-6",348,126406,37,"142,218","131,470","8,321","22,950"
"2499","2020-06-15","2020-6",295,126678,50,"142,218","131,470","8,321","22,950"
"2500","2020-06-16","2020-6",304,126867,33,"142,218","131,470","8,321","22,950"
"2501","2020-06-17","2020-6",451,127142,50,"142,218","131,470","8,321","22,950"
"2502","2020-06-18","2020-6",321,127659,40,"142,218","131,470","8,321","22,950"
"2503","2020-06-19","2020-6",388,127926,37,"142,218","131,470","8,321","22,950"
"2504","2020-06-20","2020-6",452,128638,39,"142,218","131,470","8,321","22,950"
"2505","2020-06-21","2020-6",481,129207,60,"142,218","131,470","8,321","22,950"
"2506","2020-06-22","2020-6",372,129442,50,"142,218","131,470","8,321","22,950"
"2507","2020-06-23","2020-6",457,129920,57,"142,218","131,470","8,321","22,950"
"2508","2020-06-24","2020-6",458,130446,58,"142,218","131,470","8,321","22,950"
"2509","2020-06-25","2020-6",459,130892,58,"142,218","131,470","8,321","22,950"
"2510","2020-06-26","2020-6",349,131389,52,"142,218","131,470","8,321","22,950"
"2511","2020-06-27","2020-6",270,131613,45,"142,218","131,470","8,321","22,950"
"2512","2020-06-28","2020-6",339,132008,64,"142,218","131,470","8,321","22,950"
"2513","2020-06-29","2020-6",468,132374,56,"142,218","131,470","8,321","22,950"
"2514","2020-06-30","2020-6",603,132997,54,"142,218","131,470","8,321","22,950"
"2515","2020-07-01","2020-7",403,133261,58,"143,727","132,829","8,424","23,826"
"2516","2020-07-02","2020-7",307,133575,52,"143,727","132,829","8,424","23,826"
"2517","2020-07-03","2020-7",366,134400,42,"143,727","132,829","8,424","23,826"
"2518","2020-07-04","2020-7",328,134671,46,"143,727","132,829","8,424","23,826"
"2519","2020-07-05","2020-7",219,134900,47,"143,727","132,829","8,424","23,826"
"2520","2020-07-06","2020-7",207,135302,28,"143,727","132,829","8,424","23,826"
"2521","2020-07-07","2020-7",582,136123,69,"143,727","132,829","8,424","23,826"
"2522","2020-07-08","2020-7",193,136794,65,"143,727","132,829","8,424","23,826"
"2523","2020-07-09","2020-7",7,137244,54,"143,727","132,829","8,424","23,826"
"2524","2020-07-10","2020-7",4,137479,41,"143,727","132,829","8,424","23,826"
"2525","2020-07-11","2020-7",6,137699,53,"143,727","132,829","8,424","23,826"
"2526","2020-07-12","2020-7",10,137910,58,"143,727","132,829","8,424","23,826"
"2527","2020-07-13","2020-7",352,138270,85,"143,727","132,829","8,424","23,826"
"2528","2020-07-14","2020-7",818,138786,59,"143,727","132,829","8,424","23,826"
"2529","2020-07-15","2020-7",586,139240,46,"143,727","132,829","8,424","23,826"
"2530","2020-07-16","2020-7",428,139555,49,"143,727","132,829","8,424","23,826"
"2531","2020-07-17","2020-7",474,139738,33,"143,727","132,829","8,424","23,826"
"2532","2020-07-18","2020-7",594,140095,40,"143,727","132,829","8,424","23,826"
"2533","2020-07-19","2020-7",889,140452,70,"143,727","132,829","8,424","23,826"
"2534","2020-07-20","2020-7",664,140739,61,"143,727","132,829","8,424","23,826"
"2535","2020-07-21","2020-7",849,140967,62,"143,727","132,829","8,424","23,826"
"2536","2020-07-22","2020-7",660,141328,49,"143,727","132,829","8,424","23,826"
"2537","2020-07-23","2020-7",597,141658,67,"143,727","132,829","8,424","23,826"
"2538","2020-07-24","2020-7",599,141818,46,"143,727","132,829","8,424","23,826"
"2539","2020-07-25","2020-7",516,142055,41,"143,727","132,829","8,424","23,826"
"2540","2020-07-26","2020-7",619,142342,65,"143,727","132,829","8,424","23,826"
"2541","2020-07-27","2020-7",667,142694,47,"143,727","132,829","8,424","23,826"
"2542","2020-07-28","2020-7",551,143164,66,"143,727","132,829","8,424","23,826"
"2543","2020-07-29","2020-7",523,143392,53,"143,727","132,829","8,424","23,826"
"2544","2020-07-30","2020-7",749,143644,42,"143,727","132,829","8,424","23,826"
"2545","2020-07-31","2020-7",684,143851,54,"143,727","132,829","8,424","23,826"
"2546","2020-08-01","2020-8",663,144248,65,"147,176","136,126","8,715","24,743"
"2547","2020-08-02","2020-8",NA,144503,NA,"147,176","136,126","8,715","24,743"
"2548","2020-08-03","2020-8",578,144856,50,"147,176","136,126","8,715","24,743"
"2549","2020-08-04","2020-8",653,145291,65,"147,176","136,126","8,715","24,743"
"2550","2020-08-05","2020-8",570,145777,58,"147,176","136,126","8,715","24,743"
"2551","2020-08-06","2020-8",682,146460,67,"147,176","136,126","8,715","24,743"
"2552","2020-08-07","2020-8",603,146693,52,"147,176","136,126","8,715","24,743"
"2553","2020-08-08","2020-8",961,147136,66,"147,176","136,126","8,715","24,743"
"2554","2020-08-09","2020-8",624,147334,63,"147,176","136,126","8,715","24,743"
"2555","2020-08-10","2020-8",1121,147939,61,"147,176","136,126","8,715","24,743"
"2556","2020-08-11","2020-8",681,148571,65,"147,176","136,126","8,715","24,743"
"2557","2020-08-12","2020-8",910,149054,69,"147,176","136,126","8,715","24,743"
"2558","2020-08-13","2020-8",607,149383,64,"147,176","136,126","8,715","24,743"
"2559","2020-08-14","2020-8",376,149755,39,"147,176","136,126","8,715","24,743"
"2560","2020-08-15","2020-8",1025,150132,54,"147,176","136,126","8,715","24,743"
"2561","2020-08-16","2020-8",627,150504,54,"147,176","136,126","8,715","24,743"
"2562","2020-08-17","2020-8",644,150835,64,"147,176","136,126","8,715","24,743"
"2563","2020-08-18","2020-8",761,151306,79,"147,176","136,126","8,715","24,743"
"2564","2020-08-19","2020-8",909,151636,89,"147,176","136,126","8,715","24,743"
"2565","2020-08-20","2020-8",861,152382,74,"147,176","136,126","8,715","24,743"
"2566","2020-08-21","2020-8",710,152969,52,"147,176","136,126","8,715","24,743"
"2567","2020-08-22","2020-8",667,153365,55,"147,176","136,126","8,715","24,743"
"2568","2020-08-23","2020-8",884,153930,75,"147,176","136,126","8,715","24,743"
"2569","2020-08-24","2020-8",962,154608,78,"147,176","136,126","8,715","24,743"
"2570","2020-08-25","2020-8",660,155373,54,"147,176","136,126","8,715","24,743"
"2571","2020-08-26","2020-8",376,155695,62,"147,176","136,126","8,715","24,743"
"2572","2020-08-27","2020-8",NA,155945,NA,"147,176","136,126","8,715","24,743"
"2573","2020-08-28","2020-8",NA,156573,NA,"147,176","136,126","8,715","24,743"
"2574","2020-08-29","2020-8",NA,157719,NA,"147,176","136,126","8,715","24,743"
"2575","2020-08-30","2020-8",133,157992,47,"147,176","136,126","8,715","24,743"
"2576","2020-08-31","2020-8",NA,158817,NA,"147,176","136,126","8,715","24,743"
"2577","2020-09-01","2020-9",321,159247,43,"147,569","136,309","8,663","25,021"
"2578","2020-09-02","2020-9",507,159695,96,"147,569","136,309","8,663","25,021"
"2579","2020-09-03","2020-9",512,160154,71,"147,569","136,309","8,663","25,021"
"2580","2020-09-04","2020-9",546,160607,64,"147,569","136,309","8,663","25,021"
"2581","2020-09-05","2020-9",571,160941,49,"147,569","136,309","8,663","25,021"
"2582","2020-09-06","2020-9",597,161326,66,"147,569","136,309","8,663","25,021"
"2583","2020-09-07","2020-9",761,161620,80,"147,569","136,309","8,663","25,021"
"2584","2020-09-08","2020-9",629,162034,67,"147,569","136,309","8,663","25,021"
"2585","2020-09-09","2020-9",388,162304,44,"147,569","136,309","8,663","25,021"
"2586","2020-09-10","2020-9",NA,162626,NA,"147,569","136,309","8,663","25,021"
"2587","2020-09-11","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2588","2020-09-12","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2589","2020-09-13","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2590","2020-09-14","2020-9",NA,163817,NA,"147,569","136,309","8,663","25,021"
"2591","2020-09-15","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2592","2020-09-16","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2593","2020-09-17","2020-9",NA,165541,NA,"147,569","136,309","8,663","25,021"
"2594","2020-09-18","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2595","2020-09-19","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2596","2020-09-20","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2597","2020-09-21","2020-9",NA,167451,NA,"147,569","136,309","8,663","25,021"
"2598","2020-09-22","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2599","2020-09-23","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2600","2020-09-24","2020-9",NA,168927,NA,"147,569","136,309","8,663","25,021"
"2601","2020-09-25","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2602","2020-09-26","2020-9",NA,NA,NA,"147,569","136,309","8,663","25,021"
"2603","2020-09-27","2020-9",27,NA,4,"147,569","136,309","8,663","25,021"
"2604","2020-09-28","2020-9",869,171151,71,"147,569","136,309","8,663","25,021"
"2605","2020-09-29","2020-9",536,171535,71,"147,569","136,309","8,663","25,021"
"2606","2020-09-30","2020-9",606,171905,54,"147,569","136,309","8,663","25,021"
"2607","2020-10-01","2020-10",583,172184,49,"149,719","138,296","8,714","26,051"
"2608","2020-10-02","2020-10",572,172639,44,"149,719","138,296","8,714","26,051"
"2609","2020-10-03","2020-10",460,173147,53,"149,719","138,296","8,714","26,051"
"2610","2020-10-04","2020-10",814,173923,81,"149,719","138,296","8,714","26,051"
"2611","2020-10-05","2020-10",700,174436,83,"149,719","138,296","8,714","26,051"
"2612","2020-10-06","2020-10",729,175076,87,"149,719","138,296","8,714","26,051"
"2613","2020-10-07","2020-10",835,175865,75,"149,719","138,296","8,714","26,051"
"2614","2020-10-08","2020-10",658,176405,70,"149,719","138,296","8,714","26,051"
"2615","2020-10-09","2020-10",494,176631,62,"149,719","138,296","8,714","26,051"
"2616","2020-10-10","2020-10",465,176844,55,"149,719","138,296","8,714","26,051"
"2617","2020-10-11","2020-10",805,177142,91,"149,719","138,296","8,714","26,051"
"2618","2020-10-12","2020-10",856,178112,90,"149,719","138,296","8,714","26,051"
"2619","2020-10-13","2020-10",1063,178485,67,"149,719","138,296","8,714","26,051"
"2620","2020-10-14","2020-10",723,178923,81,"149,719","138,296","8,714","26,051"
"2621","2020-10-15","2020-10",863,179375,65,"149,719","138,296","8,714","26,051"
"2622","2020-10-16","2020-10",607,179758,66,"149,719","138,296","8,714","26,051"
"2623","2020-10-17","2020-10",573,179932,63,"149,719","138,296","8,714","26,051"
"2624","2020-10-18","2020-10",574,180375,44,"149,719","138,296","8,714","26,051"
"2625","2020-10-19","2020-10",681,180795,48,"149,719","138,296","8,714","26,051"
"2626","2020-10-20","2020-10",581,181142,51,"149,719","138,296","8,714","26,051"
"2627","2020-10-21","2020-10",700,181466,73,"149,719","138,296","8,714","26,051"
"2628","2020-10-22","2020-10",810,181848,65,"149,719","138,296","8,714","26,051"
"2629","2020-10-23","2020-10",1524,183378,38,"149,719","138,296","8,714","26,051"
"2630","2020-10-24","2020-10",736,184051,46,"149,719","138,296","8,714","26,051"
"2631","2020-10-25","2020-10",726,184302,75,"149,719","138,296","8,714","26,051"
"2632","2020-10-26","2020-10",482,NA,50,"149,719","138,296","8,714","26,051"
"2633","2020-10-27","2020-10",556,NA,52,"149,719","138,296","8,714","26,051"
"2634","2020-10-28","2020-10",555,NA,60,"149,719","138,296","8,714","26,051"
"2635","2020-10-29","2020-10",694,NA,67,"149,719","138,296","8,714","26,051"
"2636","2020-10-30","2020-10",742,185950,60,"149,719","138,296","8,714","26,051"
"2637","2020-10-31","2020-10",550,NA,49,"149,719","138,296","8,714","26,051"
"2638","2020-11-01","2020-11",527,NA,45,"149,761","138,693","8,602","25,374"
"2639","2020-11-02","2020-11",658,NA,59,"149,761","138,693","8,602","25,374"
"2640","2020-11-03","2020-11",374,NA,43,"149,761","138,693","8,602","25,374"
"2641","2020-11-04","2020-11",331,187671,49,"149,761","138,693","8,602","25,374"
"2642","2020-11-05","2020-11",398,187993,53,"149,761","138,693","8,602","25,374"
"2643","2020-11-06","2020-11",386,188562,48,"149,761","138,693","8,602","25,374"
"2644","2020-11-07","2020-11",428,188887,42,"149,761","138,693","8,602","25,374"
"2645","2020-11-08","2020-11",526,189518,75,"149,761","138,693","8,602","25,374"
"2646","2020-11-09","2020-11",555,189908,68,"149,761","138,693","8,602","25,374"
"2647","2020-11-10","2020-11",864,190766,80,"149,761","138,693","8,602","25,374"
"2648","2020-11-11","2020-11",662,191065,60,"149,761","138,693","8,602","25,374"
"2649","2020-11-12","2020-11",694,191387,61,"149,761","138,693","8,602","25,374"
"2650","2020-11-13","2020-11",609,191652,71,"149,761","138,693","8,602","25,374"
"2651","2020-11-14","2020-11",755,191941,68,"149,761","138,693","8,602","25,374"
"2652","2020-11-15","2020-11",1218,192422,78,"149,761","138,693","8,602","25,374"
"2653","2020-11-16","2020-11",942,194165,74,"149,761","138,693","8,602","25,374"
"2654","2020-11-17","2020-11",604,194616,75,"149,761","138,693","8,602","25,374"
"2655","2020-11-18","2020-11",672,195033,73,"149,761","138,693","8,602","25,374"
"2656","2020-11-19","2020-11",714,195267,60,"149,761","138,693","8,602","25,374"
"2657","2020-11-20","2020-11",773,195861,67,"149,761","138,693","8,602","25,374"
"2658","2020-11-21","2020-11",490,196801,52,"149,761","138,693","8,602","25,374"
"2659","2020-11-22","2020-11",548,197065,77,"149,761","138,693","8,602","25,374"
"2660","2020-11-23","2020-11",658,197293,72,"149,761","138,693","8,602","25,374"
"2661","2020-11-24","2020-11",831,197489,85,"149,761","138,693","8,602","25,374"
"2662","2020-11-25","2020-11",622,197785,66,"149,761","138,693","8,602","25,374"
"2663","2020-11-26","2020-11",619,198259,55,"149,761","138,693","8,602","25,374"
"2664","2020-11-27","2020-11",954,199272,60,"149,761","138,693","8,602","25,374"
"2665","2020-11-28","2020-11",1109,200316,76,"149,761","138,693","8,602","25,374"
"2666","2020-11-29","2020-11",883,200639,84,"149,761","138,693","8,602","25,374"
"2667","2020-11-30","2020-11",1022,200866,90,"149,761","138,693","8,602","25,374"
"2668","2020-12-01","2020-12",732,200889,69,"149,883","138,856","8,651","24,976"
"2669","2020-12-02","2020-12",717,201677,69,"149,883","138,856","8,651","24,976"
"2670","2020-12-03","2020-12",NA,NA,NA,"149,883","138,856","8,651","24,976"
"2671","2020-12-04","2020-12",632,NA,75,"149,883","138,856","8,651","24,976"
"2672","2020-12-05","2020-12",560,NA,51,"149,883","138,856","8,651","24,976"
"2673","2020-12-06","2020-12",660,203118,54,"149,883","138,856","8,651","24,976"
"2674","2020-12-07","2020-12",918,NA,68,"149,883","138,856","8,651","24,976"
"2675","2020-12-08","2020-12",718,NA,71,"149,883","138,856","8,651","24,976"
"2676","2020-12-09","2020-12",821,NA,60,"149,883","138,856","8,651","24,976"
"2677","2020-12-10","2020-12",937,NA,79,"149,883","138,856","8,651","24,976"
"2678","2020-12-11","2020-12",680,204711,59,"149,883","138,856","8,651","24,976"
"2679","2020-12-12","2020-12",544,204974,63,"149,883","138,856","8,651","24,976"
"2680","2020-12-13","2020-12",782,NA,64,"149,883","138,856","8,651","24,976"
"2681","2020-12-14","2020-12",684,NA,61,"149,883","138,856","8,651","24,976"
"2682","2020-12-15","2020-12",722,206182,78,"149,883","138,856","8,651","24,976"
"2683","2020-12-16","2020-12",667,NA,92,"149,883","138,856","8,651","24,976"
"2684","2020-12-17","2020-12",633,206709,92,"149,883","138,856","8,651","24,976"
"2685","2020-12-18","2020-12",790,NA,88,"149,883","138,856","8,651","24,976"
"2686","2020-12-19","2020-12",576,NA,63,"149,883","138,856","8,651","24,976"
"2687","2020-12-20","2020-12",842,208885,65,"149,883","138,856","8,651","24,976"
"2688","2020-12-21","2020-12",964,209104,64,"149,883","138,856","8,651","24,976"
"2689","2020-12-22","2020-12",1177,209554,70,"149,883","138,856","8,651","24,976"
"2690","2020-12-23","2020-12",1080,210041,60,"149,883","138,856","8,651","24,976"
"2691","2020-12-24","2020-12",1015,210784,65,"149,883","138,856","8,651","24,976"
"2692","2020-12-25","2020-12",763,211051,45,"149,883","138,856","8,651","24,976"
"2693","2020-12-26","2020-12",782,211383,46,"149,883","138,856","8,651","24,976"
"2694","2020-12-27","2020-12",622,211709,41,"149,883","138,856","8,651","24,976"
"2695","2020-12-28","2020-12",708,212040,82,"149,883","138,856","8,651","24,976"
"2696","2020-12-29","2020-12",733,212479,70,"149,883","138,856","8,651","24,976"
"2697","2020-12-30","2020-12",928,213005,73,"149,883","138,856","8,651","24,976"
"2698","2020-12-31","2020-12",735,213171,56,"149,883","138,856","8,651","24,976"
"2699","2021-01-01","2021-1",466,213496,40,"150,004","138,964","8,750","24,669"
"2700","2021-01-02","2021-1",1086,213926,68,"150,004","138,964","8,750","24,669"
"2701","2021-01-03","2021-1",952,214407,87,"150,004","138,964","8,750","24,669"
"2702","2021-01-04","2021-1",897,214751,85,"150,004","138,964","8,750","24,669"
"2703","2021-01-05","2021-1",733,215085,86,"150,004","138,964","8,750","24,669"
"2704","2021-01-06","2021-1",620,215491,61,"150,004","138,964","8,750","24,669"
"2705","2021-01-07","2021-1",811,215878,78,"150,004","138,964","8,750","24,669"
"2706","2021-01-08","2021-1",674,216240,56,"150,004","138,964","8,750","24,669"
"2707","2021-01-09","2021-1",815,217093,56,"150,004","138,964","8,750","24,669"
"2708","2021-01-10","2021-1",520,217386,77,"150,004","138,964","8,750","24,669"
"2709","2021-01-11","2021-1",632,217743,90,"150,004","138,964","8,750","24,669"
"2710","2021-01-12","2021-1",710,218308,77,"150,004","138,964","8,750","24,669"
"2711","2021-01-13","2021-1",932,218927,86,"150,004","138,964","8,750","24,669"
"2712","2021-01-14","2021-1",957,220167,90,"150,004","138,964","8,750","24,669"
"2713","2021-01-15","2021-1",890,NA,80,"150,004","138,964","8,750","24,669"
"2714","2021-01-16","2021-1",1332,NA,96,"150,004","138,964","8,750","24,669"
"2715","2021-01-17","2021-1",1116,226577,90,"150,004","138,964","8,750","24,669"
"2716","2021-01-18","2021-1",966,NA,92,"150,004","138,964","8,750","24,669"
"2717","2021-01-19","2021-1",865,NA,102,"150,004","138,964","8,750","24,669"
"2718","2021-01-20","2021-1",720,NA,87,"150,004","138,964","8,750","24,669"
"2719","2021-01-21","2021-1",772,NA,96,"150,004","138,964","8,750","24,669"
"2720","2021-01-22","2021-1",547,NA,74,"150,004","138,964","8,750","24,669"
"2721","2021-01-23","2021-1",489,228982,72,"150,004","138,964","8,750","24,669"
"2722","2021-01-24","2021-1",838,NA,68,"150,004","138,964","8,750","24,669"
"2723","2021-01-25","2021-1",633,NA,68,"150,004","138,964","8,750","24,669"
"2724","2021-01-26","2021-1",529,NA,79,"150,004","138,964","8,750","24,669"
"2725","2021-01-27","2021-1",567,NA,74,"150,004","138,964","8,750","24,669"
"2726","2021-01-28","2021-1",459,230515,77,"150,004","138,964","8,750","24,669"
"2727","2021-01-29","2021-1",874,NA,55,"150,004","138,964","8,750","24,669"
"2728","2021-01-30","2021-1",912,NA,71,"150,004","138,964","8,750","24,669"
"2729","2021-01-31","2021-1",764,NA,65,"150,004","138,964","8,750","24,669"
