"","Date","Date_MY","Comments","Users","Posts","Total","Nonagricultural.wage.and.salary","Nonagricultural.self.employment","Employed.part.time"
"1","2013-08-13","2013-8",NA,130,NA,"144,326","133,391","8,717","27,896"
"2","2013-08-14","2013-8",NA,142,NA,"144,326","133,391","8,717","27,896"
"3","2013-08-15","2013-8",NA,146,NA,"144,326","133,391","8,717","27,896"
"4","2013-08-16","2013-8",NA,147,NA,"144,326","133,391","8,717","27,896"
"5","2013-08-17","2013-8",NA,216,NA,"144,326","133,391","8,717","27,896"
"6","2013-08-18","2013-8",NA,256,NA,"144,326","133,391","8,717","27,896"
"7","2013-08-19","2013-8",NA,297,NA,"144,326","133,391","8,717","27,896"
"8","2013-08-20","2013-8",NA,306,NA,"144,326","133,391","8,717","27,896"
"9","2013-08-21","2013-8",NA,309,NA,"144,326","133,391","8,717","27,896"
"10","2013-08-22","2013-8",NA,310,NA,"144,326","133,391","8,717","27,896"
"11","2013-08-23","2013-8",NA,313,NA,"144,326","133,391","8,717","27,896"
"12","2013-08-24","2013-8",NA,316,NA,"144,326","133,391","8,717","27,896"
"13","2013-08-25","2013-8",NA,316,NA,"144,326","133,391","8,717","27,896"
"14","2013-08-26","2013-8",NA,317,NA,"144,326","133,391","8,717","27,896"
"15","2013-08-27","2013-8",NA,317,NA,"144,326","133,391","8,717","27,896"
"16","2013-08-28","2013-8",NA,317,NA,"144,326","133,391","8,717","27,896"
"17","2013-08-29","2013-8",NA,317,NA,"144,326","133,391","8,717","27,896"
"18","2013-08-30","2013-8",NA,318,NA,"144,326","133,391","8,717","27,896"
"19","2013-08-31","2013-8",NA,330,NA,"144,326","133,391","8,717","27,896"
"20","2013-09-01","2013-9",NA,333,NA,"144,418","133,463","8,646","27,552"
"21","2013-09-02","2013-9",NA,337,NA,"144,418","133,463","8,646","27,552"
"22","2013-09-03","2013-9",NA,343,NA,"144,418","133,463","8,646","27,552"
"23","2013-09-04","2013-9",NA,346,NA,"144,418","133,463","8,646","27,552"
"24","2013-09-05","2013-9",NA,346,NA,"144,418","133,463","8,646","27,552"
"25","2013-09-06","2013-9",NA,349,NA,"144,418","133,463","8,646","27,552"
"26","2013-09-07","2013-9",NA,351,NA,"144,418","133,463","8,646","27,552"
"27","2013-09-08","2013-9",NA,354,NA,"144,418","133,463","8,646","27,552"
"28","2013-09-09","2013-9",NA,355,NA,"144,418","133,463","8,646","27,552"
"29","2013-09-10","2013-9",NA,356,NA,"144,418","133,463","8,646","27,552"
"30","2013-09-11","2013-9",NA,356,NA,"144,418","133,463","8,646","27,552"
"31","2013-09-12","2013-9",NA,357,NA,"144,418","133,463","8,646","27,552"
"32","2013-09-13","2013-9",NA,360,NA,"144,418","133,463","8,646","27,552"
"33","2013-09-14","2013-9",NA,390,NA,"144,418","133,463","8,646","27,552"
"34","2013-09-15","2013-9",NA,406,NA,"144,418","133,463","8,646","27,552"
"35","2013-09-16","2013-9",NA,412,NA,"144,418","133,463","8,646","27,552"
"36","2013-09-17","2013-9",NA,415,NA,"144,418","133,463","8,646","27,552"
"37","2013-09-18","2013-9",NA,415,NA,"144,418","133,463","8,646","27,552"
"38","2013-09-19","2013-9",NA,415,NA,"144,418","133,463","8,646","27,552"
"39","2013-09-20","2013-9",NA,416,NA,"144,418","133,463","8,646","27,552"
"40","2013-09-21","2013-9",NA,417,NA,"144,418","133,463","8,646","27,552"
"41","2013-09-22","2013-9",NA,419,NA,"144,418","133,463","8,646","27,552"
"42","2013-09-23","2013-9",NA,420,NA,"144,418","133,463","8,646","27,552"
"43","2013-09-24","2013-9",NA,419,NA,"144,418","133,463","8,646","27,552"
"44","2013-09-25","2013-9",NA,419,NA,"144,418","133,463","8,646","27,552"
"45","2013-09-26","2013-9",NA,420,NA,"144,418","133,463","8,646","27,552"
"46","2013-09-27","2013-9",NA,421,NA,"144,418","133,463","8,646","27,552"
"47","2013-09-28","2013-9",NA,420,NA,"144,418","133,463","8,646","27,552"
"48","2013-09-29","2013-9",NA,421,NA,"144,418","133,463","8,646","27,552"
"49","2013-09-30","2013-9",NA,438,NA,"144,418","133,463","8,646","27,552"
"50","2013-10-01","2013-10",NA,444,NA,"143,537","132,964","8,473","27,323"
"51","2013-10-02","2013-10",NA,445,NA,"143,537","132,964","8,473","27,323"
"52","2013-10-03","2013-10",NA,447,NA,"143,537","132,964","8,473","27,323"
"53","2013-10-04","2013-10",NA,447,NA,"143,537","132,964","8,473","27,323"
"54","2013-10-05","2013-10",NA,453,NA,"143,537","132,964","8,473","27,323"
"55","2013-10-06","2013-10",NA,453,NA,"143,537","132,964","8,473","27,323"
"56","2013-10-07","2013-10",NA,452,NA,"143,537","132,964","8,473","27,323"
"57","2013-10-08","2013-10",NA,453,NA,"143,537","132,964","8,473","27,323"
"58","2013-10-09","2013-10",NA,455,NA,"143,537","132,964","8,473","27,323"
"59","2013-10-10","2013-10",NA,456,NA,"143,537","132,964","8,473","27,323"
"60","2013-10-11","2013-10",NA,459,NA,"143,537","132,964","8,473","27,323"
"61","2013-10-12","2013-10",NA,463,NA,"143,537","132,964","8,473","27,323"
"62","2013-10-13","2013-10",NA,461,NA,"143,537","132,964","8,473","27,323"
"63","2013-10-14","2013-10",NA,464,NA,"143,537","132,964","8,473","27,323"
"64","2013-10-15","2013-10",NA,465,NA,"143,537","132,964","8,473","27,323"
"65","2013-10-16","2013-10",NA,467,NA,"143,537","132,964","8,473","27,323"
"66","2013-10-17","2013-10",NA,482,NA,"143,537","132,964","8,473","27,323"
"67","2013-10-18","2013-10",NA,483,NA,"143,537","132,964","8,473","27,323"
"68","2013-10-19","2013-10",NA,487,NA,"143,537","132,964","8,473","27,323"
"69","2013-10-20","2013-10",NA,490,NA,"143,537","132,964","8,473","27,323"
"70","2013-10-21","2013-10",NA,492,NA,"143,537","132,964","8,473","27,323"
"71","2013-10-22","2013-10",NA,493,NA,"143,537","132,964","8,473","27,323"
"72","2013-10-23","2013-10",NA,495,NA,"143,537","132,964","8,473","27,323"
"73","2013-10-24","2013-10",NA,497,NA,"143,537","132,964","8,473","27,323"
"74","2013-10-25","2013-10",NA,496,NA,"143,537","132,964","8,473","27,323"
"75","2013-10-26","2013-10",NA,498,NA,"143,537","132,964","8,473","27,323"
"76","2013-10-27","2013-10",NA,499,NA,"143,537","132,964","8,473","27,323"
"77","2013-10-28","2013-10",NA,502,NA,"143,537","132,964","8,473","27,323"
"78","2013-10-29","2013-10",NA,509,NA,"143,537","132,964","8,473","27,323"
"79","2013-10-30","2013-10",NA,514,NA,"143,537","132,964","8,473","27,323"
"80","2013-10-31","2013-10",NA,513,NA,"143,537","132,964","8,473","27,323"
"81","2013-11-01","2013-11",NA,513,NA,"144,479","133,862","8,500","27,379"
"82","2013-11-02","2013-11",NA,513,NA,"144,479","133,862","8,500","27,379"
"83","2013-11-03","2013-11",NA,514,NA,"144,479","133,862","8,500","27,379"
"84","2013-11-04","2013-11",NA,513,NA,"144,479","133,862","8,500","27,379"
"85","2013-11-05","2013-11",NA,513,NA,"144,479","133,862","8,500","27,379"
"86","2013-11-06","2013-11",NA,514,NA,"144,479","133,862","8,500","27,379"
"87","2013-11-07","2013-11",NA,514,NA,"144,479","133,862","8,500","27,379"
"88","2013-11-08","2013-11",NA,514,NA,"144,479","133,862","8,500","27,379"
"89","2013-11-09","2013-11",NA,514,NA,"144,479","133,862","8,500","27,379"
"90","2013-11-10","2013-11",NA,513,NA,"144,479","133,862","8,500","27,379"
"91","2013-11-11","2013-11",NA,515,NA,"144,479","133,862","8,500","27,379"
"92","2013-11-12","2013-11",NA,515,NA,"144,479","133,862","8,500","27,379"
"93","2013-11-13","2013-11",NA,517,NA,"144,479","133,862","8,500","27,379"
"94","2013-11-14","2013-11",NA,519,NA,"144,479","133,862","8,500","27,379"
"95","2013-11-15","2013-11",NA,521,NA,"144,479","133,862","8,500","27,379"
"96","2013-11-16","2013-11",NA,523,NA,"144,479","133,862","8,500","27,379"
"97","2013-11-17","2013-11",NA,524,NA,"144,479","133,862","8,500","27,379"
"98","2013-11-18","2013-11",NA,527,NA,"144,479","133,862","8,500","27,379"
"99","2013-11-19","2013-11",NA,528,NA,"144,479","133,862","8,500","27,379"
"100","2013-11-20","2013-11",NA,529,NA,"144,479","133,862","8,500","27,379"
"101","2013-11-21","2013-11",NA,529,NA,"144,479","133,862","8,500","27,379"
"102","2013-11-22","2013-11",NA,530,NA,"144,479","133,862","8,500","27,379"
"103","2013-11-23","2013-11",NA,531,NA,"144,479","133,862","8,500","27,379"
"104","2013-11-24","2013-11",NA,533,NA,"144,479","133,862","8,500","27,379"
"105","2013-11-25","2013-11",NA,531,NA,"144,479","133,862","8,500","27,379"
"106","2013-11-26","2013-11",NA,535,NA,"144,479","133,862","8,500","27,379"
"107","2013-11-27","2013-11",NA,536,NA,"144,479","133,862","8,500","27,379"
"108","2013-11-28","2013-11",NA,541,NA,"144,479","133,862","8,500","27,379"
"109","2013-11-29","2013-11",NA,541,NA,"144,479","133,862","8,500","27,379"
"110","2013-11-30","2013-11",NA,541,NA,"144,479","133,862","8,500","27,379"
"111","2013-12-01","2013-12",NA,541,NA,"144,778","133,994","8,547","27,418"
"112","2013-12-02","2013-12",NA,541,NA,"144,778","133,994","8,547","27,418"
"113","2013-12-03","2013-12",NA,541,NA,"144,778","133,994","8,547","27,418"
"114","2013-12-04","2013-12",NA,542,NA,"144,778","133,994","8,547","27,418"
"115","2013-12-05","2013-12",NA,543,NA,"144,778","133,994","8,547","27,418"
"116","2013-12-06","2013-12",NA,543,NA,"144,778","133,994","8,547","27,418"
"117","2013-12-07","2013-12",NA,544,NA,"144,778","133,994","8,547","27,418"
"118","2013-12-08","2013-12",NA,544,NA,"144,778","133,994","8,547","27,418"
"119","2013-12-09","2013-12",NA,543,NA,"144,778","133,994","8,547","27,418"
"120","2013-12-10","2013-12",NA,544,NA,"144,778","133,994","8,547","27,418"
"121","2013-12-11","2013-12",NA,547,NA,"144,778","133,994","8,547","27,418"
"122","2013-12-12","2013-12",NA,548,NA,"144,778","133,994","8,547","27,418"
"123","2013-12-13","2013-12",NA,547,NA,"144,778","133,994","8,547","27,418"
"124","2013-12-14","2013-12",NA,549,NA,"144,778","133,994","8,547","27,418"
"125","2013-12-15","2013-12",NA,551,NA,"144,778","133,994","8,547","27,418"
"126","2013-12-16","2013-12",NA,552,NA,"144,778","133,994","8,547","27,418"
"127","2013-12-17","2013-12",NA,556,NA,"144,778","133,994","8,547","27,418"
"128","2013-12-18","2013-12",NA,556,NA,"144,778","133,994","8,547","27,418"
"129","2013-12-19","2013-12",NA,557,NA,"144,778","133,994","8,547","27,418"
"130","2013-12-20","2013-12",NA,560,NA,"144,778","133,994","8,547","27,418"
"131","2013-12-21","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"132","2013-12-22","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"133","2013-12-23","2013-12",NA,562,NA,"144,778","133,994","8,547","27,418"
"134","2013-12-24","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"135","2013-12-25","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"136","2013-12-26","2013-12",NA,559,NA,"144,778","133,994","8,547","27,418"
"137","2013-12-27","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"138","2013-12-28","2013-12",NA,562,NA,"144,778","133,994","8,547","27,418"
"139","2013-12-29","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"140","2013-12-30","2013-12",NA,561,NA,"144,778","133,994","8,547","27,418"
"141","2013-12-31","2013-12",NA,560,NA,"144,778","133,994","8,547","27,418"
"142","2014-01-01","2014-1",NA,560,NA,"145,150","134,207","8,546","27,574"
"143","2014-01-02","2014-1",NA,560,NA,"145,150","134,207","8,546","27,574"
"144","2014-01-03","2014-1",NA,559,NA,"145,150","134,207","8,546","27,574"
"145","2014-01-04","2014-1",NA,558,NA,"145,150","134,207","8,546","27,574"
"146","2014-01-05","2014-1",NA,558,NA,"145,150","134,207","8,546","27,574"
"147","2014-01-06","2014-1",NA,564,NA,"145,150","134,207","8,546","27,574"
"148","2014-01-07","2014-1",NA,563,NA,"145,150","134,207","8,546","27,574"
"149","2014-01-08","2014-1",NA,562,NA,"145,150","134,207","8,546","27,574"
"150","2014-01-09","2014-1",NA,563,NA,"145,150","134,207","8,546","27,574"
"151","2014-01-10","2014-1",NA,563,NA,"145,150","134,207","8,546","27,574"
"152","2014-01-11","2014-1",NA,569,NA,"145,150","134,207","8,546","27,574"
"153","2014-01-12","2014-1",NA,568,NA,"145,150","134,207","8,546","27,574"
"154","2014-01-13","2014-1",NA,567,NA,"145,150","134,207","8,546","27,574"
"155","2014-01-14","2014-1",NA,568,NA,"145,150","134,207","8,546","27,574"
"156","2014-01-15","2014-1",NA,573,NA,"145,150","134,207","8,546","27,574"
"157","2014-01-16","2014-1",NA,574,NA,"145,150","134,207","8,546","27,574"
"158","2014-01-17","2014-1",NA,573,NA,"145,150","134,207","8,546","27,574"
"159","2014-01-18","2014-1",NA,573,NA,"145,150","134,207","8,546","27,574"
"160","2014-01-19","2014-1",NA,576,NA,"145,150","134,207","8,546","27,574"
"161","2014-01-20","2014-1",NA,583,NA,"145,150","134,207","8,546","27,574"
"162","2014-01-21","2014-1",NA,612,NA,"145,150","134,207","8,546","27,574"
"163","2014-01-22","2014-1",NA,613,NA,"145,150","134,207","8,546","27,574"
"164","2014-01-23","2014-1",NA,614,NA,"145,150","134,207","8,546","27,574"
"165","2014-01-24","2014-1",NA,616,NA,"145,150","134,207","8,546","27,574"
"166","2014-01-25","2014-1",NA,617,NA,"145,150","134,207","8,546","27,574"
"167","2014-01-26","2014-1",NA,616,NA,"145,150","134,207","8,546","27,574"
"168","2014-01-27","2014-1",NA,617,NA,"145,150","134,207","8,546","27,574"
"169","2014-01-28","2014-1",NA,618,NA,"145,150","134,207","8,546","27,574"
"170","2014-01-29","2014-1",NA,619,NA,"145,150","134,207","8,546","27,574"
"171","2014-01-30","2014-1",NA,621,NA,"145,150","134,207","8,546","27,574"
"172","2014-01-31","2014-1",NA,620,NA,"145,150","134,207","8,546","27,574"
"173","2014-02-01","2014-2",NA,620,NA,"145,134","134,292","8,654","27,379"
"174","2014-02-02","2014-2",NA,621,NA,"145,134","134,292","8,654","27,379"
"175","2014-02-03","2014-2",NA,621,NA,"145,134","134,292","8,654","27,379"
"176","2014-02-04","2014-2",NA,623,NA,"145,134","134,292","8,654","27,379"
"177","2014-02-05","2014-2",NA,623,NA,"145,134","134,292","8,654","27,379"
"178","2014-02-06","2014-2",NA,623,NA,"145,134","134,292","8,654","27,379"
"179","2014-02-07","2014-2",NA,623,NA,"145,134","134,292","8,654","27,379"
"180","2014-02-08","2014-2",NA,625,NA,"145,134","134,292","8,654","27,379"
"181","2014-02-09","2014-2",NA,626,NA,"145,134","134,292","8,654","27,379"
"182","2014-02-10","2014-2",NA,627,NA,"145,134","134,292","8,654","27,379"
"183","2014-02-11","2014-2",NA,632,NA,"145,134","134,292","8,654","27,379"
"184","2014-02-12","2014-2",NA,632,NA,"145,134","134,292","8,654","27,379"
"185","2014-02-13","2014-2",NA,632,NA,"145,134","134,292","8,654","27,379"
"186","2014-02-14","2014-2",NA,634,NA,"145,134","134,292","8,654","27,379"
"187","2014-02-15","2014-2",NA,633,NA,"145,134","134,292","8,654","27,379"
"188","2014-02-16","2014-2",NA,634,NA,"145,134","134,292","8,654","27,379"
"189","2014-02-17","2014-2",NA,634,NA,"145,134","134,292","8,654","27,379"
"190","2014-02-18","2014-2",NA,633,NA,"145,134","134,292","8,654","27,379"
"191","2014-02-19","2014-2",NA,635,NA,"145,134","134,292","8,654","27,379"
"192","2014-02-20","2014-2",NA,635,NA,"145,134","134,292","8,654","27,379"
"193","2014-02-21","2014-2",NA,636,NA,"145,134","134,292","8,654","27,379"
"194","2014-02-22","2014-2",NA,636,NA,"145,134","134,292","8,654","27,379"
"195","2014-02-23","2014-2",NA,636,NA,"145,134","134,292","8,654","27,379"
"196","2014-02-24","2014-2",NA,636,NA,"145,134","134,292","8,654","27,379"
"197","2014-02-25","2014-2",NA,637,NA,"145,134","134,292","8,654","27,379"
"198","2014-02-26","2014-2",NA,637,NA,"145,134","134,292","8,654","27,379"
"199","2014-02-27","2014-2",NA,651,NA,"145,134","134,292","8,654","27,379"
"200","2014-02-28","2014-2",NA,655,NA,"145,134","134,292","8,654","27,379"
"201","2014-03-01","2014-3",NA,658,NA,"145,648","134,737","8,584","27,620"
"202","2014-03-02","2014-3",NA,674,NA,"145,648","134,737","8,584","27,620"
"203","2014-03-03","2014-3",NA,684,NA,"145,648","134,737","8,584","27,620"
"204","2014-03-04","2014-3",NA,685,NA,"145,648","134,737","8,584","27,620"
"205","2014-03-05","2014-3",NA,687,NA,"145,648","134,737","8,584","27,620"
"206","2014-03-06","2014-3",NA,687,NA,"145,648","134,737","8,584","27,620"
"207","2014-03-07","2014-3",NA,689,NA,"145,648","134,737","8,584","27,620"
"208","2014-03-08","2014-3",NA,689,NA,"145,648","134,737","8,584","27,620"
"209","2014-03-09","2014-3",NA,690,NA,"145,648","134,737","8,584","27,620"
"210","2014-03-10","2014-3",NA,689,NA,"145,648","134,737","8,584","27,620"
"211","2014-03-11","2014-3",NA,689,NA,"145,648","134,737","8,584","27,620"
"212","2014-03-12","2014-3",NA,690,NA,"145,648","134,737","8,584","27,620"
"213","2014-03-13","2014-3",NA,693,NA,"145,648","134,737","8,584","27,620"
"214","2014-03-14","2014-3",NA,695,NA,"145,648","134,737","8,584","27,620"
"215","2014-03-15","2014-3",NA,696,NA,"145,648","134,737","8,584","27,620"
"216","2014-03-16","2014-3",NA,696,NA,"145,648","134,737","8,584","27,620"
"217","2014-03-17","2014-3",NA,695,NA,"145,648","134,737","8,584","27,620"
"218","2014-03-18","2014-3",NA,695,NA,"145,648","134,737","8,584","27,620"
"219","2014-03-19","2014-3",NA,695,NA,"145,648","134,737","8,584","27,620"
"220","2014-03-20","2014-3",NA,694,NA,"145,648","134,737","8,584","27,620"
"221","2014-03-21","2014-3",NA,695,NA,"145,648","134,737","8,584","27,620"
"222","2014-03-22","2014-3",NA,696,NA,"145,648","134,737","8,584","27,620"
"223","2014-03-23","2014-3",NA,697,NA,"145,648","134,737","8,584","27,620"
"224","2014-03-24","2014-3",NA,698,NA,"145,648","134,737","8,584","27,620"
"225","2014-03-25","2014-3",NA,699,NA,"145,648","134,737","8,584","27,620"
"226","2014-03-26","2014-3",NA,700,NA,"145,648","134,737","8,584","27,620"
"227","2014-03-27","2014-3",NA,705,NA,"145,648","134,737","8,584","27,620"
"228","2014-03-28","2014-3",NA,709,NA,"145,648","134,737","8,584","27,620"
"229","2014-03-29","2014-3",NA,710,NA,"145,648","134,737","8,584","27,620"
"230","2014-03-30","2014-3",NA,710,NA,"145,648","134,737","8,584","27,620"
"231","2014-03-31","2014-3",NA,710,NA,"145,648","134,737","8,584","27,620"
"232","2014-04-01","2014-4",NA,738,NA,"145,667","134,946","8,486","27,170"
"233","2014-04-02","2014-4",NA,740,NA,"145,667","134,946","8,486","27,170"
"234","2014-04-03","2014-4",NA,740,NA,"145,667","134,946","8,486","27,170"
"235","2014-04-04","2014-4",NA,741,NA,"145,667","134,946","8,486","27,170"
"236","2014-04-05","2014-4",NA,746,NA,"145,667","134,946","8,486","27,170"
"237","2014-04-06","2014-4",NA,748,NA,"145,667","134,946","8,486","27,170"
"238","2014-04-07","2014-4",NA,748,NA,"145,667","134,946","8,486","27,170"
"239","2014-04-08","2014-4",NA,748,NA,"145,667","134,946","8,486","27,170"
"240","2014-04-09","2014-4",NA,748,NA,"145,667","134,946","8,486","27,170"
"241","2014-04-10","2014-4",NA,748,NA,"145,667","134,946","8,486","27,170"
"242","2014-04-11","2014-4",NA,748,NA,"145,667","134,946","8,486","27,170"
"243","2014-04-12","2014-4",NA,749,NA,"145,667","134,946","8,486","27,170"
"244","2014-04-13","2014-4",NA,751,NA,"145,667","134,946","8,486","27,170"
"245","2014-04-14","2014-4",NA,754,NA,"145,667","134,946","8,486","27,170"
"246","2014-04-15","2014-4",NA,755,NA,"145,667","134,946","8,486","27,170"
"247","2014-04-16","2014-4",NA,756,NA,"145,667","134,946","8,486","27,170"
"248","2014-04-17","2014-4",NA,759,NA,"145,667","134,946","8,486","27,170"
"249","2014-04-18","2014-4",NA,759,NA,"145,667","134,946","8,486","27,170"
"250","2014-04-19","2014-4",NA,760,NA,"145,667","134,946","8,486","27,170"
"251","2014-04-20","2014-4",NA,760,NA,"145,667","134,946","8,486","27,170"
"252","2014-04-21","2014-4",NA,762,NA,"145,667","134,946","8,486","27,170"
"253","2014-04-22","2014-4",NA,763,NA,"145,667","134,946","8,486","27,170"
"254","2014-04-23","2014-4",NA,763,NA,"145,667","134,946","8,486","27,170"
"255","2014-04-24","2014-4",NA,764,NA,"145,667","134,946","8,486","27,170"
"256","2014-04-25","2014-4",NA,763,NA,"145,667","134,946","8,486","27,170"
"257","2014-04-26","2014-4",NA,763,NA,"145,667","134,946","8,486","27,170"
"258","2014-04-27","2014-4",NA,765,NA,"145,667","134,946","8,486","27,170"
"259","2014-04-28","2014-4",NA,765,NA,"145,667","134,946","8,486","27,170"
"260","2014-04-29","2014-4",NA,765,NA,"145,667","134,946","8,486","27,170"
"261","2014-04-30","2014-4",NA,765,NA,"145,667","134,946","8,486","27,170"
"262","2014-05-01","2014-5",NA,765,NA,"145,825","135,340","8,370","27,105"
"263","2014-05-02","2014-5",NA,767,NA,"145,825","135,340","8,370","27,105"
"264","2014-05-03","2014-5",NA,766,NA,"145,825","135,340","8,370","27,105"
"265","2014-05-04","2014-5",NA,767,NA,"145,825","135,340","8,370","27,105"
"266","2014-05-05","2014-5",NA,766,NA,"145,825","135,340","8,370","27,105"
"267","2014-05-06","2014-5",NA,766,NA,"145,825","135,340","8,370","27,105"
"268","2014-05-07","2014-5",NA,766,NA,"145,825","135,340","8,370","27,105"
"269","2014-05-08","2014-5",NA,766,NA,"145,825","135,340","8,370","27,105"
"270","2014-05-09","2014-5",NA,769,NA,"145,825","135,340","8,370","27,105"
"271","2014-05-10","2014-5",NA,782,NA,"145,825","135,340","8,370","27,105"
"272","2014-05-11","2014-5",NA,784,NA,"145,825","135,340","8,370","27,105"
"273","2014-05-12","2014-5",NA,786,NA,"145,825","135,340","8,370","27,105"
"274","2014-05-13","2014-5",NA,786,NA,"145,825","135,340","8,370","27,105"
"275","2014-05-14","2014-5",NA,789,NA,"145,825","135,340","8,370","27,105"
"276","2014-05-15","2014-5",NA,789,NA,"145,825","135,340","8,370","27,105"
"277","2014-05-16","2014-5",NA,788,NA,"145,825","135,340","8,370","27,105"
"278","2014-05-17","2014-5",NA,787,NA,"145,825","135,340","8,370","27,105"
"279","2014-05-18","2014-5",NA,789,NA,"145,825","135,340","8,370","27,105"
"280","2014-05-19","2014-5",NA,789,NA,"145,825","135,340","8,370","27,105"
"281","2014-05-20","2014-5",NA,790,NA,"145,825","135,340","8,370","27,105"
"282","2014-05-21","2014-5",NA,789,NA,"145,825","135,340","8,370","27,105"
"283","2014-05-22","2014-5",NA,789,NA,"145,825","135,340","8,370","27,105"
"284","2014-05-23","2014-5",NA,791,NA,"145,825","135,340","8,370","27,105"
"285","2014-05-24","2014-5",NA,791,NA,"145,825","135,340","8,370","27,105"
"286","2014-05-25","2014-5",NA,793,NA,"145,825","135,340","8,370","27,105"
"287","2014-05-26","2014-5",NA,793,NA,"145,825","135,340","8,370","27,105"
"288","2014-05-27","2014-5",NA,793,NA,"145,825","135,340","8,370","27,105"
"289","2014-05-28","2014-5",NA,795,NA,"145,825","135,340","8,370","27,105"
"290","2014-05-29","2014-5",NA,796,NA,"145,825","135,340","8,370","27,105"
"291","2014-05-30","2014-5",NA,798,NA,"145,825","135,340","8,370","27,105"
"292","2014-05-31","2014-5",NA,800,NA,"145,825","135,340","8,370","27,105"
"293","2014-06-01","2014-6",NA,802,NA,"146,247","135,586","8,432","28,023"
"294","2014-06-02","2014-6",NA,804,NA,"146,247","135,586","8,432","28,023"
"295","2014-06-03","2014-6",NA,830,NA,"146,247","135,586","8,432","28,023"
"296","2014-06-04","2014-6",NA,837,NA,"146,247","135,586","8,432","28,023"
"297","2014-06-05","2014-6",NA,836,NA,"146,247","135,586","8,432","28,023"
"298","2014-06-06","2014-6",NA,836,NA,"146,247","135,586","8,432","28,023"
"299","2014-06-07","2014-6",NA,837,NA,"146,247","135,586","8,432","28,023"
"300","2014-06-08","2014-6",NA,838,NA,"146,247","135,586","8,432","28,023"
"301","2014-06-09","2014-6",NA,839,NA,"146,247","135,586","8,432","28,023"
"302","2014-06-10","2014-6",NA,840,NA,"146,247","135,586","8,432","28,023"
"303","2014-06-11","2014-6",NA,844,NA,"146,247","135,586","8,432","28,023"
"304","2014-06-12","2014-6",NA,845,NA,"146,247","135,586","8,432","28,023"
"305","2014-06-13","2014-6",NA,845,NA,"146,247","135,586","8,432","28,023"
"306","2014-06-14","2014-6",NA,845,NA,"146,247","135,586","8,432","28,023"
"307","2014-06-15","2014-6",NA,846,NA,"146,247","135,586","8,432","28,023"
"308","2014-06-16","2014-6",NA,845,NA,"146,247","135,586","8,432","28,023"
"309","2014-06-17","2014-6",NA,845,NA,"146,247","135,586","8,432","28,023"
"310","2014-06-18","2014-6",NA,845,NA,"146,247","135,586","8,432","28,023"
"311","2014-06-19","2014-6",NA,849,NA,"146,247","135,586","8,432","28,023"
"312","2014-06-20","2014-6",NA,849,NA,"146,247","135,586","8,432","28,023"
"313","2014-06-21","2014-6",NA,849,NA,"146,247","135,586","8,432","28,023"
"314","2014-06-22","2014-6",NA,849,NA,"146,247","135,586","8,432","28,023"
"315","2014-06-23","2014-6",NA,850,NA,"146,247","135,586","8,432","28,023"
"316","2014-06-24","2014-6",NA,850,NA,"146,247","135,586","8,432","28,023"
"317","2014-06-25","2014-6",NA,851,NA,"146,247","135,586","8,432","28,023"
"318","2014-06-26","2014-6",NA,850,NA,"146,247","135,586","8,432","28,023"
"319","2014-06-27","2014-6",NA,850,NA,"146,247","135,586","8,432","28,023"
"320","2014-06-28","2014-6",NA,851,NA,"146,247","135,586","8,432","28,023"
"321","2014-06-29","2014-6",NA,853,NA,"146,247","135,586","8,432","28,023"
"322","2014-06-30","2014-6",NA,852,NA,"146,247","135,586","8,432","28,023"
"323","2014-07-01","2014-7",NA,852,NA,"146,399","135,713","8,482","28,028"
"324","2014-07-02","2014-7",NA,853,NA,"146,399","135,713","8,482","28,028"
"325","2014-07-03","2014-7",NA,855,NA,"146,399","135,713","8,482","28,028"
"326","2014-07-04","2014-7",NA,858,NA,"146,399","135,713","8,482","28,028"
"327","2014-07-05","2014-7",NA,858,NA,"146,399","135,713","8,482","28,028"
"328","2014-07-06","2014-7",NA,860,NA,"146,399","135,713","8,482","28,028"
"329","2014-07-07","2014-7",NA,859,NA,"146,399","135,713","8,482","28,028"
"330","2014-07-08","2014-7",NA,859,NA,"146,399","135,713","8,482","28,028"
"331","2014-07-09","2014-7",NA,860,NA,"146,399","135,713","8,482","28,028"
"332","2014-07-10","2014-7",NA,860,NA,"146,399","135,713","8,482","28,028"
"333","2014-07-11","2014-7",NA,861,NA,"146,399","135,713","8,482","28,028"
"334","2014-07-12","2014-7",NA,863,NA,"146,399","135,713","8,482","28,028"
"335","2014-07-13","2014-7",NA,863,NA,"146,399","135,713","8,482","28,028"
"336","2014-07-14","2014-7",NA,860,NA,"146,399","135,713","8,482","28,028"
"337","2014-07-15","2014-7",NA,861,NA,"146,399","135,713","8,482","28,028"
"338","2014-07-16","2014-7",NA,862,NA,"146,399","135,713","8,482","28,028"
"339","2014-07-17","2014-7",NA,865,NA,"146,399","135,713","8,482","28,028"
